"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
11438.1,65783.8,11395,3770.64,64774,3815,6481.44,13.5,0.939394
21384.3,86605,16182,17318.2,75352.7,15062,229183,29.25,0.939394
13061.8,65710.9,13027,4754.88,64987.7,4795,281.52,9.75,0.939394
12745.6,66046.9,12647,5300.64,65457.5,5307,69793.9,24.75,0.939394
18529.9,76762.1,15820,10023.1,73377.5,8952,183442,24,0.939394
17340.2,66745.3,17026,5834.88,65143.9,5870,6698.16,9,0.939394
9169.28,64978.2,9248,3076.56,64873.1,3108,94713.8,-9.75,0.939394
7552.64,64057.2,7727,2872.8,64966.1,2898,43568.6,1.5,0.941177
16707.8,66510.7,16463,5999.04,65854.8,5970,74982.2,2.25,0.941177
18645.1,76633.8,15945,11433.6,73332.6,10218,14960.2,27,0.941177
13156.5,66015.1,13061,4795.92,65249.2,4817,67587.8,7.5,0.941177
14601,75452.5,12682,8681.76,70890.6,8026,3263.76,32.25,0.941177
8154.24,65594.2,8147,2679.12,64861,2707,270.72,-21,0.942959
25571.2,69467.5,24124,13994.6,66306.6,13832,1707.84,37.5,0.942959
18709.8,80272.5,15275,13271.8,74942.1,11606,25588.8,33.75,0.942959
13800.3,73019.4,12386,7819.2,72521.8,7066,157423,1.5,0.942959
16907.5,74767.3,14820,8997.12,71108.9,8292,48584.2,-3,0.942959
16329.6,65743.7,16278,5418.72,65641.6,5410,392.4,9.75,0.942959
12433.9,65832.1,12378,4402.08,65941.7,4375,98581,5.25,0.942959
14111.4,66194.4,13971,5614.56,65159.5,5647,71062.6,14.25,0.942959
7780.48,65776.8,7752,2646,65093.2,2664,67564.8,10.5,0.942959
23179.5,73947,20543,17190.7,71435.6,15771,1722.24,57,0.944742
15831.7,76430.6,13575,11564.6,73022.5,10379,72358.6,57.75,0.944742
20390.4,70647.9,18915,11581.2,70754.7,10727,33645.6,48,0.944742
22021.8,74921.8,19263,11175.8,72416.4,10114,44920.8,34.5,0.944742
12967.7,70061.8,12130,6684.48,69957.5,6262,989.28,23.25,0.944742
18039.7,66418.5,17800,9637.2,68205.6,9260,78873.1,33.75,0.944742
13856.6,71034.8,12784,6240.24,71396.7,5728,141258,6.75,0.944742
17126.4,76405.4,14690,9329.04,73080.1,8366,46808.6,3,0.944742
10326.4,64878.8,10431,4075.92,66746.5,4002,35316.7,18.75,0.944742
10046.7,74897.3,8791,6075.36,71061,5603,89435.5,47.25,0.946524
21511.7,70890,19887,10350,70340.9,9643,67510.8,33,0.946524
12321.3,65441.9,12339,4741.2,65455.9,4747,434.88,8.25,0.946524
21652.5,76098.9,18647,12751.2,72773.9,11483,93153.6,17.25,0.946524
12759,69710.4,11995,7364.16,70858.6,6811,91490.4,5.25,0.946524
10998.4,73980.4,9743,6838.56,71513,6267,74276.6,18.75,0.946524
13240.3,69400.8,12503,8120.16,69337.2,7675,4665.6,20.25,0.946524
12369.9,78356.4,10346,9763.92,71519.9,8947,91196.6,37.5,0.946524
10413.4,65450.8,10427,4975.92,67627.9,4822,85009.7,22.5,0.948307
13127,74029.2,11621,8459.28,71239.7,7782,56098.1,32.25,0.948307
20313.6,76260.1,17457,11717.3,74029.1,10373,145745,36.75,0.948307
15219.8,66790.4,14934,7613.28,67479.6,7394,101295,-8.25,0.948307
19404.2,67938.4,18718,9162.72,66089.4,9086,56600.6,14.25,0.948307
20714.9,78228.1,17354,12463.2,73432.4,11123,107239,21.75,0.950089
12553.6,65591.4,12543,5258.16,65513.1,5260,469.44,-6.75,0.950089
8754.56,65947,8700,3122.64,65008.1,3148,66440.2,-5.25,0.950089
21274.9,77554.3,17978,11468.9,74848.1,10042,73996.6,15,0.950089
13594.2,65340.1,13635,3651.12,65110.1,3675,32107.7,6.75,0.950089
16314.9,66221.5,16146,6297.84,65409.7,6310,82948.3,18.75,0.950089
15358.1,66788.8,15070,5540.4,65885.6,5511,16106.4,6,0.950089
17542.4,76338.6,15060,9497.52,73123.8,8512,135923,22.5,0.951872
12881.3,73191.2,11534,7290,72092.6,6627,107841,11.25,0.951872
16762.2,70301.4,15626,11399.8,69808.9,10702,77383.4,15,0.951872
14544,66921,14243,6294.96,66208.7,6231,32317.2,21,0.951872
9918.72,65402.3,9939,3349.44,65039.7,3375,496.8,8.25,0.951872
9682.56,65811.7,9642,3160.08,65310.3,3171,2504.16,7.5,0.951872
18803.8,74682,16501,11690.6,72988.3,10497,77749.2,38.25,0.951872
18779.5,67700.9,18179,10740.2,68290.7,10307,40290.5,22.5,0.951872
9156.48,65747.7,9127,3494.16,65147.5,3515,34419.6,-15,0.951872
17219.8,70225.2,16070,7927.2,69139.9,7514,654.48,24.75,0.951872
11009.3,66284.2,10885,3463.2,65275.9,3477,76030.6,21.75,0.951872
22825,77585.9,19280,10757.5,73163.6,9636,130963,24.75,0.951872
12659.8,66151.8,12542,4219.2,65415.1,4227,97823.5,20.25,0.953654
13993,72213.8,12699,7558.56,69985.6,7078,15842.9,3,0.953654
16646.4,73956.9,14751,10692.7,72072.2,9723,59954.4,22.5,0.953654
15116.2,77765.3,12739,10563.1,72148.5,9595,12911.8,59.25,0.953654
16211.8,67070.2,15841,5472,65095.8,5509,25555,9.75,0.953654
16216.3,81480.7,13043,9211.68,75021.3,8047,126973,18.75,0.953654
19831,79082.8,16434,12164.4,72645,10974,1213.2,24,0.953654
17577,75358.1,15286,12028.3,72814.3,10826,63742.3,27.75,0.953654
17343.4,67466.9,16847,5711.76,66065.3,5666,79915,8.25,0.953654
17599.4,75966,15183,11182.3,72970.7,10043,128583,22.5,0.953654
28778.2,80068.4,23555,22330.8,74503.5,19643,1951.2,45,0.955437
11564.8,65348.4,11598,4060.8,65371.8,4071,33819.8,-8.25,0.955437
12886.4,67180.3,12571,4741.2,65621.8,4735,22175.3,27.75,0.955437
12574.1,77785.1,10594,7949.52,73688.8,7070,24028.6,-3,0.955437
18254.7,77790.6,15379,12803.8,73483.4,11419,26840.9,0,0.955437
20979.2,70083.2,19618,10506.2,70130.1,9818,1317.6,4.5,0.955437
15313.9,65724.5,15270,4043.52,65302.2,4058,39614.4,1.5,0.955437
12164.5,65874.4,12102,4084.56,64689.6,4138,15550.6,5.25,0.957219
15322.2,73125.4,13732,8416.08,72573.2,7600,70493.8,-6,0.957219
11061.8,66096.2,10968,4974.48,65780.4,4956,68352.5,20.25,0.957219
20083.8,75130.7,17519,10340.6,72885,9298,67977.4,15,0.957219
14897.9,66864.1,14602,5433.12,66195.4,5379,22344.5,-3,0.957219
12463.4,78758,10371,8079.12,74710.5,7087,93112.6,-2.25,0.957219
12058.2,79406,9952,8141.04,71365.9,7476,17145.4,17.25,0.959002
13079,66678.2,12855,3872.88,65297.9,3887,34102.1,-5.25,0.959002
17657.6,78572,14728,9614.88,74482.4,8460,172349,-0.75,0.959002
11905.9,66214.1,11784,3813.84,65072.6,3841,56328.5,-12.75,0.959002
13413.1,75157.5,11696,6521.76,72936.9,5860,81831.6,6.75,0.959002
15276.8,67945.7,14735,8272.8,68776.6,7883,10658.9,0,0.959002
9345.92,72450.2,8454,6169.68,70811.9,5710,97292.2,6,0.959002
7573.12,64911.3,7646,2584.8,65683.4,2579,76453.9,5.25,0.959002
10876.2,65876.2,10820,3219.84,64255.6,3284,57762,-9,0.959002
13411.8,76424.5,11501,7835.76,72685.7,7065,123567,9,0.959002
17262.7,67780.8,16691,8902.08,66364.1,8791,14427.4,-0.75,0.959002
14764.8,73505.5,13164,7776,71174.3,7160,19327,13.5,0.959002
14608.6,72098.2,13279,8880.48,71026.5,8194,75105.4,12.75,0.959002
17761.3,67264,17305,9195.84,66835.8,9017,727.2,45,0.959002
14028.8,74523.1,12337,7958.88,73247.2,7121,30375.4,19.5,0.960784
12094.1,79331.2,9991,7876.8,73671.2,7007,82465.9,18.75,0.960784
8330.88,65535.1,8331,3609.36,65889.4,3590,39552.5,15.75,0.960784
15544.3,74451,13683,7325.28,70484.4,6811,23744.2,35.25,0.960784
11255.7,76782.8,9607,6788.88,73625,6043,44915,26.25,0.960784
14496,72864.7,13038,7740.72,72522.6,6995,76617.4,33.75,0.960784
14578.6,65678.2,14547,4908.24,65713.3,4895,105888,21,0.962567
17017,68629.1,16250,10527.8,69840.3,9879,33035,35.25,0.962567
15802.2,76069.9,13614,8103.6,74162.5,7161,64321.9,20.25,0.962567
9628.16,65612.1,9617,4881.6,68637.7,4661,308.88,3,0.962567
21841.9,68293.5,20960,9733.68,66090.6,9652,34115,35.25,0.962567
17122.6,73099.1,15351,7122.24,72445,6443,106719,4.5,0.964349
14594.6,65642,14571,4740.48,65446,4747,55492.6,12,0.964349
21148.2,69191,20031,12754.8,69832.8,11970,1016.64,20.25,0.964349
17243.5,72375.5,15614,6575.76,73215.9,5886,13325,29.25,0.964349
10470.4,74504.7,9210,6930,72250.2,6286,73420.6,-2.25,0.964349
20951.7,126076,10891,12419.3,130980,6214,138766,39,0.964349
12339.8,65524.5,12342,6323.76,67962.3,6098,96823.4,6.75,0.964349
9064.32,65422.8,9080,3640.32,66714.8,3576,31772.2,12.75,0.964349
19534.7,68275.2,18751,12276.7,68966.8,11666,1695.6,-5.25,0.964349
10028.8,73198.3,8979,5469.84,72403.8,4951,110756,8.25,0.966132
17631.4,76797.1,15046,9725.04,75069.5,8490,123586,4.5,0.966132
15780.5,73565.9,14058,12640.3,69695.1,11886,54438.5,-5.25,0.966132
13223,68591.5,12634,6661.44,70345.5,6206,17226,6.75,0.966132
11140.5,65374.5,11168,4250.16,65201,4272,500.4,9.75,0.966132
19501.4,67113.7,19043,7027.2,65913.1,6987,27635,34.5,0.967914
11703,66152.4,11594,4290.48,66773,4211,107909,12,0.967914
11113,66706.3,10918,5457.6,69181.7,5170,62175.6,3,0.967914
14453.8,64835.2,14610,4456.8,65695.2,4446,73462.3,19.5,0.967914
24849.3,80234.6,20297,18684.7,75415.5,16237,129739,56.25,0.967914
16937,75839.1,14636,9444.24,73613,8408,40435.9,29.25,0.967914
11586.6,64580.4,11758,3689.28,65082.3,3715,32107,27,0.967914
18445.4,67669.1,17864,7817.04,68681.8,7459,940.32,7.5,0.969697
13532.2,74984.7,11827,9523.44,71288.2,8755,129178,22.5,0.969697
17530.2,69033.9,16642,11641,68520,11134,26707,29.25,0.969697
21109.1,78504.6,17622,15859.4,73308.2,14178,131164,36.75,0.969697
6764.8,63171.5,7018,2680.56,65525.2,2681,38671.2,4.5,0.969697
21359.4,79957,17507,15511.7,72431.3,14035,142803,30.75,0.969697
19158.4,74811.7,16783,12367.4,72045.6,11250,101342,15.75,0.969697
9727.36,64543.1,9877,3296.16,65439.9,3301,477.36,-1.5,0.969697
18221.4,76809.7,15547,13351,74873.2,11686,54642.2,24,0.97148
15621.8,72250.4,14170,7073.28,73638.5,6295,48023.3,23.25,0.97148
14465.3,74311.9,12757,6969.6,73825.7,6187,1146.24,32.25,0.97148
13349.8,65549.6,13347,5886.72,65222.7,5915,586.08,12.75,0.97148
15881.6,73566.3,14148,10852.6,73611.4,9662,5444.64,27,0.97148
23927,89727.8,17476,13930.6,79359.6,11504,202839,16.5,0.97148
12332.2,68093.4,11869,5806.8,70407.9,5405,12185.3,10.5,0.973262
18302.1,72491.6,16546,12317,69145.9,11674,2143.44,10.5,0.973262
