"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
13603.2,64540.6,13813,5095.44,64753.7,5157,532.8,-6,1.29455
19847.7,71160.2,18279,10428.5,71527,9555,654.48,39,1.29455
13304.3,64744.3,13467,4024.08,64542.9,4086,424.8,15,1.29455
13009.9,72526.2,11756,8028.72,69941.5,7523,655.92,-11.25,1.29455
7390.72,63306.5,7651,2650.32,63506.9,2735,503.28,18,1.29455
13177,73395,11766,7855.2,73021.1,7050,1041.84,-9,1.29455
24375,79836.2,20009,17062.6,73325.4,15250,1970.64,3.75,1.29455
11274.9,64370.6,11479,3228.48,65082,3251,312.48,-12.75,1.29455
7890.56,65300.6,7919,5922.72,67586.9,5743,474.48,7.5,1.29455
24928,79201.1,20627,14634,72926.3,13151,2134.08,27.75,1.29703
11129,64259.7,11350,3644.64,64173.9,3722,475.2,-4.5,1.29703
14763.5,65348,14806,4587.12,63718,4718,315.36,-12.75,1.29703
9620.48,73015.4,8635,6499.44,70358,6054,424.08,-6.75,1.29703
12748.8,64934,12867,4839.84,64797.5,4895,458.64,9.75,1.29703
15068.8,64419.4,15330,3520.8,64705.3,3566,421.2,-8.25,1.29703
10931.8,67150.5,10669,5645.52,70594.3,5241,387.36,27.75,1.29703
12335.4,64974.3,12442,4300.56,64420.9,4375,502.56,16.5,1.29703
13080.3,64351.9,13321,4807.44,64641,4874,298.8,24.75,1.29703
14804.5,65476.2,14818,4817.52,64459.2,4898,341.28,1.5,1.29703
14563.8,71318.5,13383,7993.44,70993.1,7379,912.24,4.5,1.29703
25890.6,80263.2,21140,16092.7,80594,13086,1687.68,26.25,1.2995
11765.1,74691.4,10323,7505.28,71669.2,6863,706.32,46.5,1.2995
18316.8,68364.4,17559,10665.4,66803.5,10463,671.04,46.5,1.2995
14319.4,64934.5,14452,3340.08,64781.1,3379,390.96,21,1.2995
18177.3,66436.1,17931,8451.36,65230.1,8491,1072.08,31.5,1.30198
18389.1,74659.2,16142,12186.7,72672.3,10990,1254.96,27,1.30198
15336.3,66237,15174,5096.16,65103.7,5130,290.16,0.75,1.30198
20300.2,88386.3,15052,9641.52,92324.2,6844,928.8,-3.75,1.30198
12368.6,69794.3,11614,6957.36,70855.9,6435,662.4,29.25,1.30198
7608.32,63180.3,7892,3228.48,64193.5,3296,159.84,9.75,1.30198
14321.3,64840,14475,5165.28,64626.2,5238,218.88,42,1.30198
9123.84,64979.4,9202,3007.44,64621.5,3050,206.64,-13.5,1.30446
9364.48,63656.3,9641,3363.12,64427.2,3421,310.32,6.75,1.30446
25469.4,77976.5,21406,16629.1,74859.6,14558,1677.6,44.25,1.30446
11653.8,66130.5,11549,5899.68,68870.9,5614,519.12,16.5,1.30446
13929,71770.4,12719,9832.32,71012.9,9074,715.68,15,1.30693
20907.5,78194.1,17523,12513.6,74398.2,11023,818.64,25.5,1.30693
9819.52,73833.4,8716,6491.52,71488.5,5951,460.08,33,1.30693
18749.4,78918.6,15570,13387,74236.6,11818,1867.68,27.75,1.30693
17121.3,78061.8,14374,10769.8,73752,9570,1686.96,33.75,1.30693
12974.1,64841.7,13113,6336,68015.8,6105,781.2,-14.25,1.30693
12929.9,66170.2,12806,5182.56,65190.8,5210,447.12,6,1.30693
8710.4,63660.6,8967,2892.24,64757.7,2927,246.96,-7.5,1.30693
10004.5,64845.6,10111,3510.72,64447.8,3570,201.6,0,1.30941
17626.9,66566.5,17354,9290.88,65818.5,9251,506.88,11.25,1.30941
19153.9,75017.7,16733,12232.1,71111.7,11273,1412.64,11.25,1.30941
18648.3,80335,15213,13009,72892.9,11696,1553.04,51,1.30941
10557.4,64966.4,10650,3654,64459.9,3715,259.92,15,1.30941
13045.1,71042.5,12034,6341.04,70078.7,5930,684.72,32.25,1.30941
14529.3,75739,12572,8745.12,72943.9,7857,593.28,12,1.31188
10130.6,64734.4,10256,3864.96,65147.6,3888,307.44,12,1.31188
23537.9,80941.4,19058,15856.6,75774.8,13714,1098,30.75,1.31188
16521,68138.3,15890,8878.32,70051.7,8306,960.48,27.75,1.31188
17901.4,72320.8,16222,9632.16,70752.4,8922,795.6,13.5,1.31188
