"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
10639.4,65329.4,10673,5593.38,62522.2,5863,7273.95,-21.08,0.634458
7559.04,70891.4,6988,6573.89,68190.3,6318,7702.08,-6.12,0.63797
7255.04,61982.3,7671,2815.15,61395.6,3005,6703.82,-8.16,0.640311
20812.2,73603.5,18531,17774.1,68645.5,16969,6490.11,18.36,0.641481
14931.2,77722.9,12590,9631.15,72243,8737,10203.4,3.4,0.643822
15023.4,69541.7,14158,10203.4,67050.1,9973,8218.25,3.4,0.650846
12187.5,71911.5,11107,10027.3,68049.2,9657,11145.6,26.52,0.650846
11611.5,72041.3,10563,8465.33,68585,8089,6984.98,32.64,0.652017
15615.4,70914.6,14431,10943.2,66325.3,10813,6606.55,12.92,0.653187
8656.64,63465.9,8939,5120.52,64771,5181,6245.16,0,0.65787
11629.4,70037.4,10882,7305.19,67430,7100,9594.94,21.76,0.662552
30953,71189.1,28495,11470,69191.9,10864,6859.31,31.96,0.663722
13602.6,67092.4,13287,7354.89,63581.3,7581,10346.8,-4.76,0.663722
9350.4,72033.4,8507,7639.6,67795.4,7385,7978.27,19.72,0.663722
8752,63266.2,9066,2179.7,61866.1,2309,9798,3.4,0.666064
12998.4,62794,13566,5499.66,62271.2,5788,6761.33,-2.72,0.667234
17888,66265.8,17691,5463.45,62640.4,5716,7557.95,9.52,0.670746
9104.64,68552.6,8704,6514.25,66810.3,6390,7408.14,-0.68,0.677769
9635.84,68034.3,9282,6198.3,66767.2,6084,8563.31,-8.16,0.677769
16385.3,72639.2,14783,13196.8,69051,12525,9593.52,10.2,0.680111
7734.4,65361.9,7755,4681.03,65257.6,4701,11229.4,19.04,0.682452
22202.2,86271,16866,18317.3,78439.7,15304,7630.37,66.64,0.689475
19482.2,77166,16546,11523.3,69692.8,10836,17247.3,0.68,0.691817
16946.6,67281.1,16507,10706.8,68071.5,10308,8773.47,13.6,0.694158
28743,73920,25483,19130.2,70767.6,17716,8156.48,15.64,0.694158
16785.3,72314,15212,8051.4,71247.2,7406,11335.9,8.16,0.696499
16636.8,65151.4,16735,7792.25,63962,7984,8681.17,8.84,0.700011
14663.7,63802.9,15062,5749.58,64038.8,5884,10131,2.04,0.702352
9066.88,68750.1,8643,7856.15,67346.1,7645,8968.72,0,0.705864
8753.92,66223.8,8663,7004.86,65986.9,6957,8313.39,1.36,0.705864
13690.2,65417.7,13715,5947.67,63472.8,6141,9356.38,24.48,0.709375
13705.6,67090.7,13388,10557,68244.5,10138,14275.3,34,0.710546
8023.04,64286.3,8179,5508.89,64320.4,5613,7910.82,-12.92,0.711716
9963.52,72632.8,8990,7537.36,67592.8,7308,11303.2,6.12,0.712887
9609.6,63549.4,9910,3882.99,62249.4,4088,10027.3,-10.2,0.715228
10929.3,73035.7,9807,5687.81,69961.8,5328,10915.5,27.2,0.724593
20454.4,77049.1,17398,14991.6,72009.1,13644,7095.03,19.04,0.725763
7782.4,64098,7957,4308.28,62702.1,4503,6474.49,9.52,0.735128
9761.92,63080,10142,5773.72,64736.8,5845,14865.3,2.04,0.736299
21734.4,75874.2,18773,9110.01,75164.7,7943,10407.2,21.76,0.737469
17213.4,66582.1,16943,9512.58,67645,9216,10414.3,19.72,0.739811
