"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
23826.6,107246,14560,11788.6,134221,5756,129441,9,1.09261
21134.1,75876.1,18254,13968,73461.8,12461,203959,45.75,1.09468
11570.6,64535.2,11750,4170.96,65425.6,4178,12684.2,11.25,1.09468
17008.6,65619.5,16987,6840,65708.9,6822,245.52,29.25,1.09468
19978.9,71063,18425,7997.04,71862.6,7293,136788,33,1.09468
15427.2,72726,13902,10991.5,71754.2,10039,94955.8,67.5,1.09468
24057,78274.1,20142,15450.5,75530.6,13406,2193.12,50.25,1.09468
16709.1,71670.2,15279,8228.16,72459.1,7442,135432,21,1.09468
8625.92,72924.2,7752,6564.24,71746.8,5996,86341,22.5,1.09468
13061.1,64567.7,13257,3957.84,64378.5,4029,882,24.75,1.09468
16806.4,75881.8,14515,9587.52,77619.2,8095,173959,10.5,1.09468
10730.2,70230.4,10013,5724,71303.6,5261,48636.7,15.75,1.09675
20617.6,77414.6,17454,11630.9,74365,10250,127905,9,1.09675
14811.5,65738,14766,5297.76,65868.7,5271,34033.7,9,1.09675
15890.6,73260.9,14215,7755.84,72872.6,6975,4326.48,19.5,1.09675
12507.5,74006.2,11076,6597.36,71488.9,6048,40914.7,21,1.09675
14114.6,69981.2,13218,8157.6,69811.5,7658,116516,9.75,1.09675
11466.2,69533.8,10807,7208.64,69854.4,6763,27025.9,45.75,1.09675
18169.6,72334,16462,9346.32,71364.4,8583,61679.5,14.25,1.09675
10995.2,66388.6,10854,5160.24,68652.4,4926,98349.1,15.75,1.09675
20906.9,74602.7,18366,13437.4,72188.8,12199,1281.6,3.75,1.09675
15945.6,77391,13503,11080.8,73308.2,9906,1208.88,20.25,1.09883
13521.3,65629.6,13502,4684.32,65123.4,4714,73223.3,2.25,1.09883
9356.8,64814.2,9461,2763.36,64563.1,2805,22091.8,17.25,1.09883
18988.8,66970.7,18582,7703.28,66584.3,7582,30180.2,1.5,1.09883
12344.3,64750.9,12494,4293.36,65086.7,4323,29998.1,4.5,1.09883
14129.9,65791.7,14075,5696.64,65291.2,5718,34904.9,3.75,1.09883
8981.76,63443.5,9278,3175.2,64504,3226,1258.56,45.75,1.09883
21899.5,76219.2,18830,12804.5,71999.5,11655,172540,25.5,1.09883
13175.7,65247.2,13234,4561.2,65068.1,4594,88389.4,3,1.09883
12500.5,71113.8,11520,7094.16,70528.4,6592,102073,6,1.09883
15027.2,65611.1,15010,5716.08,65285.6,5738,72861.1,1.5,1.09883
10169.6,64368.8,10354,3634.56,64203.4,3710,64306.8,3.75,1.1009
14738.6,71027.7,13599,9736.56,69607.9,9167,42233.8,36.75,1.1009
12501.1,72753.2,11261,8677.44,71112.3,7997,55846.8,22.5,1.1009
14729,69735.4,13842,8919.36,70716.1,8266,95868,31.5,1.1009
14152.3,65343.6,14194,5227.92,64766.9,5290,16009.2,42,1.1009
15376.6,75366.4,13371,9131.76,69995.2,8550,38606.4,37.5,1.1009
26995.2,80233.9,22050,16273.4,75010.3,14218,140337,56.25,1.1009
17524.5,68882.9,16673,8367.12,69087.5,7937,29763.4,17.25,1.1009
11623.7,65008.5,11718,4123.44,65053.9,4154,96261.8,17.25,1.1009
10000,70393.1,9310,7179.84,70662,6659,41809.7,43.5,1.1009
25017.6,77490.9,21158,13705.2,74389.9,12074,131860,32.25,1.10297
14537,65784.7,14482,5695.92,64964.8,5746,414.72,14.25,1.10297
11982.1,65405.4,12006,3954.96,64636.5,4010,103977,3,1.10297
11656.3,67650.4,11292,6210.72,70566.2,5768,13758.5,9,1.10297
11472.6,65210,11530,5250.96,65138.6,5283,61010.6,-20.25,1.10297
13792,64254.8,14067,5152.32,63963.3,5279,484.56,32.25,1.10297
23729.3,74357.9,20914,12333.6,73736.1,10962,13628.2,33,1.10297
21149.4,75694.9,18311,11811.6,74011.4,10459,72884.2,26.25,1.10297
12640.6,68697,12059,7503.12,69946.6,7030,70354.1,9,1.10504
21881.6,76015.5,18865,12425.8,72263.3,11269,59284.8,10.5,1.10504
9816.96,68450.3,9399,5919.12,69631.2,5571,23371.2,-1.5,1.10504
10437.8,64618.3,10586,3738.96,64229.8,3815,64585.4,0,1.10504
19825.9,74553.1,17428,8684.64,71691.2,7939,134220,11.25,1.10504
13777.9,72172.5,12511,6966,71848.3,6354,114342,7.5,1.10504
13726.1,64590.5,13927,4612.32,64768.2,4667,758.88,4.5,1.10504
12384,64622.8,12559,6945.12,64196.8,7090,393.12,15,1.10712
25148.2,76037.4,21675,19015.9,75155.4,16582,2136.24,45,1.10712
10291.2,64171.7,10510,3055.68,63796.4,3139,49795.9,-8.25,1.10712
18735.4,78301.2,15681,9982.8,74880.7,8737,130045,21.75,1.10712
14881.9,75098.3,12987,7547.76,71782,6891,13226.4,33,1.10712
14518.4,65218.9,14589,4690.08,65162,4717,48006.7,21.75,1.10712
20413.4,75908.7,17624,13019.8,72779.2,11724,1440,42,1.10712
12528,70493.3,11647,7024.32,70324.8,6546,23578.6,14.25,1.10919
22599.7,74764.9,19810,13380.5,72244.4,12138,80375.8,41.25,1.10919
10126.7,73617.8,9015,5105.52,70964,4715,31312.8,7.5,1.10919
14903.7,65746.3,14856,5417.28,64515.2,5503,70415.3,0.75,1.10919
12646.4,65720,12611,3641.04,64024.5,3727,35530.6,15.75,1.10919
16139.5,66978.2,15792,6345.36,65395.4,6359,19773.4,35.25,1.10919
10357.8,64951.3,10451,3750.48,64972.6,3783,124.56,24,1.11126
16387.8,66047.2,16261,9601.2,66060.3,9525,403.92,18.75,1.11126
14595.2,65595.3,14582,4673.52,64973.2,4714,81146.2,39.75,1.11126
13143,75649.2,11386,8617.68,72248.7,7817,22305.6,15.75,1.11126
12880,74109.2,11390,8293.68,71905.6,7559,142082,17.25,1.11126
16097.3,73721.3,14310,8308.8,70957.2,7674,101274,21.75,1.11126
18746.2,76029.1,16159,10133.3,72066.7,9215,13711.7,37.5,1.11334
14583.7,72181.6,13241,11285.3,70727,10457,89480.2,53.25,1.11334
12303.4,73669.5,10945,7236,70852.9,6693,86449,44.25,1.11334
6733.44,64186.6,6875,2756.88,64023.7,2822,14570.6,-13.5,1.11334
14705.3,64914.8,14846,5526,64451.3,5619,420.48,0.75,1.11334
17348.5,66371.9,17130,5836.32,64576.9,5923,46428.5,20.25,1.11334
10160,67407,9878,5909.76,68019.3,5694,100467,-1.5,1.11334
16567.7,74809.1,14514,9280.08,70966.1,8570,57139.2,1.5,1.11334
19072.6,79965.7,15631,12654.7,78879.6,10514,1030.32,-13.5,1.11541
13232.6,72558.1,11952,6723.36,71856.2,6132,89303,1.5,1.11541
17001,73625.5,15133,8386.56,72874.8,7542,1009.44,24,1.11541
14846.7,67089.2,14503,7507.44,68534.3,7179,128737,-6.75,1.11541
13267.2,65954.6,13183,3798,65056.4,3826,67894.6,15,1.11541
16233,71288.8,14923,9135.36,70418.1,8502,12898.1,4.5,1.11541
13322.2,70701,12349,6024.24,71238.6,5542,154225,10.5,1.11541
13306.9,65822.3,13249,5495.04,65632,5487,43421.8,6.75,1.11748
8892.16,64130.8,9087,3129.84,64767,3167,126.72,31.5,1.11748
12146.6,75618.6,10527,6842.88,72967,6146,88210.1,27,1.11748
12677.8,70710.6,11750,6909.12,70157.4,6454,109423,10.5,1.11748
16394.2,79716,13478,11745.4,72823.5,10570,653.04,29.25,1.11748
12795.5,66206.2,12666,5843.52,68496,5591,22469.8,-6.75,1.11748
14467.2,66553.6,14246,5376.24,65417.2,5386,48628.8,-4.5,1.11956
8712.96,65460.6,8723,3586.32,65016.1,3615,17120.2,14.25,1.11956
16385.9,70653.8,15199,6978.96,72163.6,6338,125000,39.75,1.11956
10033.9,65145.9,10094,3619.44,64282.8,3690,38430.7,22.5,1.11956
11007.4,73318.3,9839,6909.12,71340.2,6347,108562,7.5,1.12163
13854.1,74506.9,12186,7675.2,73992.6,6798,87403,30.75,1.12163
9584.64,64944.1,9672,3238.56,64472.1,3292,45460.8,22.5,1.12163
21506.6,69073.9,20405,10512.7,70554.2,9765,879.12,36,1.12163
12764.2,66463.7,12586,4224.24,65493.2,4227,24307.9,12,1.12163
13718.4,75442.6,11917,8059.68,73596.1,7177,101360,24.75,1.12163
8586.88,64639.3,8706,3636.72,65657.3,3630,411.12,-6.75,1.1237
17933.4,67413.4,17434,7410.24,65956.5,7363,497.52,3.75,1.1237
17183.4,66317,16981,8843.76,67669,8565,123885,-0.75,1.1237
11430.4,65179,11493,4155.84,64955.2,4193,58478.4,19.5,1.1237
7578.24,64743.5,7671,2750.4,64283.2,2804,59055.8,5.25,1.1237
14866.6,74090.9,13150,8902.08,72427.9,8055,28951.9,12.75,1.1237
10023.7,74026.6,8874,5851.44,71718.7,5347,18546.5,0,1.12578
9829.76,66501.8,9687,4385.52,65633.6,4379,10926.7,40.5,1.12578
19506.6,74467.4,17167,10636.6,71997.3,9682,62014.3,45.75,1.12578
8605.44,64689.8,8718,2818.8,64344.4,2871,134.64,15,1.12578
11394.6,65401.5,11418,3818.88,64520.3,3879,55995.1,42.75,1.12578
12311,74927.2,10768,8107.2,73589.1,7220,94574.2,21,1.12578
17728.6,75445.7,15400,9293.04,72754.6,8371,90375.8,20.25,1.12578
17154.6,76137.2,14766,11136.2,72583.3,10055,91683.4,24.75,1.12578
13356.2,66945.3,13075,7076.88,66379,6987,26631.4,2.25,1.12785
13729.9,73483.4,12245,6863.04,72814.7,6177,143553,2.25,1.12785
15150.7,66110.8,15019,4389.12,65284.9,4406,87419.5,20.25,1.12785
19169.9,67287.2,18671,8107.92,65358,8130,17972.6,29.25,1.12785
14373.1,66725,14117,5013.36,65737.4,4998,633.6,60,1.12785
10947.8,65421.5,10967,3407.04,64701.2,3451,32807.5,-9,1.12785
19902.7,75469.8,17283,13326.5,71382.4,12235,130206,30.75,1.12785
10403.2,71480.8,9538,6650.64,69381.8,6282,59750.6,30.75,1.12992
20092.2,78122.8,16855,13713.8,72206.2,12447,1118.88,51.75,1.12992
12433.3,65722.5,12398,3688.56,64393.6,3754,55949.8,49.5,1.12992
13892.5,72293,12594,7295.76,71342.1,6702,132132,33.75,1.12992
19973.8,67873.1,19286,10523.5,66737.9,10334,812.88,31.5,1.12992
15815.7,81774.9,12675,11234.9,74621.4,9867,184711,35.25,1.12992
18222.7,66380.1,17991,6948,65319.8,6971,2039.76,9.75,1.12992
10615.7,65220.7,10667,3388.32,64872,3423,5872.32,16.5,1.12992
11491.8,77133.3,9764,8121.6,72564,7335,10044.7,-6.75,1.132
14002.6,74131.3,12379,9588.24,70970.7,8854,2121.12,-6,1.132
13256.3,65885.5,13186,5022.72,64924.9,5070,5116.32,-3,1.13407
21603.8,75936.1,18645,13064.4,71918.4,11905,1853.28,-3,1.13407
19153.3,66902.8,18762,7346.88,65642.1,7335,3316.32,-0.75,1.13407
17539.8,66452.2,17298,5268.24,65020.6,5310,130139,-6.75,1.13407
22720,81884,18184,15339.6,75450,13324,29131.9,30.75,1.13407
14730.9,75528.3,12782,9468,72462.3,8563,78742.1,-15.75,1.13614
21989.1,75122.7,19183,11921,72648.1,10754,60135.8,30.75,1.13614
14428.2,65130.4,14518,5960.16,65692.1,5946,118302,3.75,1.13614
11392.6,66102.5,11295,4320.72,65275,4338,23986.8,3,1.13614
15088,65010.3,15210,6607.44,64563.2,6707,12568.3,27.75,1.13614
13962.9,65526.1,13965,4554.72,64359.2,4638,53847.4,-11.25,1.13614
13452.8,71713.2,12294,6204.96,70476.3,5770,161970,6.75,1.13614
