"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
9038.8,63253.3,9365,3402.1,62401.4,3573,11411.4,1180.8,0.653674
11641.9,66258.1,11515,5265.65,66696.9,5174,9450.35,1401.6,0.653674
11990.6,63372.1,12400,4379.05,62935.4,4560,9004.45,1037.44,0.654846
14846.2,65002.6,14968,5276.05,63235.4,5468,13598.6,1209.6,0.660703
9559.18,64187.5,9760,4495.4,65179.3,4520,11885.9,1114.24,0.663046
13144.6,73078.1,11788,7432.1,68669.1,7093,18998.8,2293.76,0.664217
13479.7,63646.1,13880,5148,63073.3,5349,12221.9,1318.4,0.66656
10489.6,63045.4,10904,3265.6,62123.2,3445,8981.05,917.76,0.671246
7038.11,62525.4,7377,3022.5,63143.9,3137,9688.25,764.8,0.678275
11479,62065,12121,4145.7,62833.6,4324,11262.5,1183.36,0.678275
13126.9,66570.1,12923,7269.6,68707.9,6934,12905.8,2011.52,0.679446
20293,77065.9,17257,11893.7,72468,10756,19893.2,3004.8,0.679446
6669.95,62348,7011,3422.9,61780,3631,6995.95,928,0.680618
19477.1,69751.4,18300,13473.8,68749.8,12844,9592.05,1288.96,0.685304
12948.1,63430.2,13378,7255.3,65188.3,7294,7259.85,1118.08,0.686475
12343.4,63937.4,12652,3907.8,62893.3,4072,11733.8,1049.6,0.689989
20788.1,68764.7,19812,11724,67092.9,11452,7644,990.72,0.701704
11107.9,61912.7,11758,4384.9,61839.6,4647,13410.8,1481.6,0.70639
6586.76,62003.7,6962,3031.6,62833.3,3162,9536.15,744.32,0.712247
15015.5,63796.2,15425,7637.5,62841.3,7965,8840,909.44,0.712247
14287.4,64326.9,14556,5224.7,62700.2,5461,10290.1,1394.56,0.712247
10396.4,70118.1,9717,6280.95,66811.9,6161,16526.2,1968.64,0.718104
8189.79,63330.5,8475,3032.9,62308.5,3190,10486.4,1161.6,0.718104
10974,63042.8,11408,3524.3,61822.4,3736,12491,986.88,0.719276
9491.92,70914.6,8772,6555.9,68809.6,6244,10106.2,1021.44,0.720447
10314.4,67949.7,9948,6673.55,67608.2,6469,6572.8,624.64,0.721619
15655.1,64344.3,15945,9736.35,66328.6,9620,7450.3,1353.6,0.723962
15852.7,71536.4,14523,9503,69091.3,9014,10063.9,1680.64,0.723962
8613.41,63877.8,8837,4560.4,63306.6,4721,11705.8,1553.92,0.729819
13871.5,67514.4,13465,9103.25,69145.9,8628,13471.2,1592.96,0.732162
14572.4,70632.2,13521,10562.5,68503.1,10105,9988.55,966.4,0.732162
10005.2,62418.1,10505,3474.25,62897.4,3620,10816.6,941.44,0.734505
11296.7,65837.5,11245,6823.05,68698,6509,19206.2,1618.56,0.735676
13463.8,67064.2,13157,7411.3,69021.9,7037,11982.8,2151.04,0.738019
9316.1,62141.5,9825,4861.35,62310.5,5113,8659.3,1437.44,0.740362
17337.1,73512.4,15456,10551.4,68411.1,10108,8784.75,913.92,0.740362
10084.3,61626.6,10724,3177.85,61983.2,3360,8734.05,974.72,0.740362
11887.9,62202.5,12525,5216.9,63977.3,5344,7157.8,867.84,0.742705
13420.7,62801.9,14005,5073.25,63632.6,5225,6652.75,798.72,0.747391
15659.2,66025.9,15543,8276.45,68115.7,7963,15279.5,2449.28,0.75442
11107.9,62718.1,11607,3675.1,61963.3,3887,11544.6,701.44,0.75442
11546.9,62308.5,12145,4394,62751.2,4589,11715.6,1453.44,0.755591
11162.8,73783.7,9915,9130.55,68448.8,8742,13538.2,1905.28,0.756763
13971.8,63166.1,14496,5525.65,62093.4,5832,14047.8,1093.76,0.756763
16482.8,64521.5,16742,6737.9,63028.1,7006,11566.8,1163.52,0.757934
14374.2,67019.5,14056,8157.5,67732.1,7893,8899.15,1129.6,0.760277
10582.8,63274.9,10961,7832.5,65099.6,7885,6848.4,862.72,0.763791
14817.8,63058.6,15400,5046.6,62961,5253,13207.3,1494.4,0.764963
19290.6,64031.2,19744,7133.1,63932.6,7312,9298.9,1351.68,0.766134
14043.8,67219.7,13692,8807.5,67898.9,8501,13016.9,1049.6,0.768477
8177.4,68627.7,7809,5500.3,70225.5,5133,9719.45,1226.88,0.768477
10902.6,64808.5,11025,4944.55,65583.1,4941,15748.2,1825.28,0.77082
9229.96,62379.6,9697,3369.6,63076.3,3501,8453.25,832,0.771991
8733.77,63995.6,8944,6125.6,66641.3,6024,9701.25,1067.52,0.773163
12882.6,63878.1,13217,5369.65,63417.8,5549,12339.6,1380.48,0.782535
10895.5,72529.1,9845,8196.5,68717.6,7817,18593.2,2197.76,0.786049
8559.13,63139.5,8884,2856.75,62657.3,2988,12398.1,1040,0.790735
14950.6,65666,14921,5626.4,63794.4,5780,9205.3,1526.4,0.790735
20723.8,66759.3,20344,8538.4,64585.9,8664,7551.7,1207.04,0.793078
14862.7,64454.8,15112,4352.4,62925,4533,13279.5,1381.76,0.796592
13352.9,63463.2,13789,5031,62635.2,5264,9341.15,1031.68,0.798935
23060.7,68150.6,22176,12844.6,64356.8,13080,8481.2,1015.04,0.811821
13093.9,63696.5,13472,4257.5,62672.8,4452,9904.05,1110.4,0.816507
14717,68287.4,14124,7141.55,67546.3,6929,8069.75,1175.04,0.817678
