"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
10500.5,64859.5,10610,3829.68,65599,3826,61869.6,-14.25,0.949297
15337,77898.4,12903,9805.68,72637.6,8847,198012,-25.5,0.949297
24392.3,81356.6,19649,17697.6,76380,15185,172011,6,0.949297
10192.6,70484.8,9477,6733.44,69635.9,6337,18771.8,-7.5,0.949297
16330.9,70125.8,15262,6391.44,70719.1,5923,165866,-1.5,0.95113
20294.4,73404.4,18119,10689.8,71001.3,9867,178361,-13.5,0.95113
20348.2,74345.6,17937,11713.7,72223.9,10629,62989.2,19.5,0.95113
18893.4,75051.5,16498,10678.3,72250.1,9686,137754,3.75,0.952963
9714.56,65371.5,9739,3252.24,65319.9,3263,66668.4,-3.75,0.952963
11785,64869.7,11906,5137.2,65221.1,5162,41656.3,12.75,0.954795
11483.5,76598.9,9825,9150.48,71510.4,8386,30454.6,21,0.954795
12483.8,65086.8,12570,4487.04,65595.1,4483,73536.5,12,0.954795
9046.4,64786.9,9151,2937.6,66066.8,2914,79187,8.25,0.954795
19816.3,77863.3,16679,10267.9,74183.5,9071,149550,40.5,0.954795
11202.6,65797.7,11158,5673.6,65531.4,5674,74292.5,22.5,0.956628
20529.3,76003.1,17702,13042.1,71025.9,12034,204919,27.75,0.956628
20170.2,73584.8,17964,14737.7,71122.9,13580,4260.96,57.75,0.956628
24869.8,79867.9,20407,15611,74989.8,13643,216932,60.75,0.958461
13818.2,68187,13281,8030.16,71299.9,7381,151703,50.25,0.958461
22477.4,67013.1,21982,9306.72,66687.6,9146,37599.1,36,0.958461
19550.7,68506.4,18703,9993.6,67422.3,9714,115488,-9,0.958461
17550.7,74269,15487,11391.8,76855.6,9714,238530,61.5,0.958461
10537,65841.9,10488,5479.92,68328,5256,39135.6,34.5,0.960293
10931.8,64115.7,11174,4532.4,64940,4574,108661,6.75,0.960293
21031,71554.9,19262,8881.2,71240.9,8170,184770,-13.5,0.962126
14643.8,74389.5,12901,8406.72,72292.7,7621,138208,2.25,0.962126
20476.8,78957.8,16996,14047.2,75582.7,12180,217333,20.25,0.962126
9198.08,64060.1,9410,3036.24,64229.5,3098,43755.1,2.25,0.963958
15267.8,80240,12470,10741.7,73131.8,9626,246450,9.75,0.963958
12943.4,76240.9,11126,7911.36,72636.4,7138,114265,20.25,0.963958
22170.9,77381.4,18777,14268.2,74770.8,12506,129662,44.25,0.965791
13196.2,72104.7,11994,7887.6,71764.8,7203,142032,10.5,0.965791
23037.4,75659.3,19955,18302.4,71897.5,16683,165131,12,0.965791
14071.7,74096.2,12446,7371.36,71568.8,6750,123212,15,0.965791
10759,72015.6,9791,5695.2,70489.3,5295,55704.2,-6,0.965791
11159,77982.4,9378,6516,72403,5898,165698,-3.75,0.965791
10051.8,72510.4,9085,6291.36,71026.8,5805,27690.5,22.5,0.965791
21584.6,69054,20485,12118.3,67966.3,11685,17812.1,6.75,0.967624
11370.2,73414.8,10150,6839.28,71818.5,6241,177052,-11.25,0.967624
16729.6,80040.2,13698,10543,72992.1,9466,80982,-16.5,0.967624
16071.7,75207,14005,11948.4,71727.6,10917,4826.16,3,0.967624
19568.6,81794.1,15679,15496.6,73153,13883,175830,10.5,0.967624
14745.6,65905.2,14663,5704.56,66110.4,5655,130031,-0.75,0.969456
14721.9,65799.3,14663,5146.56,65632.4,5139,123142,13.5,0.969456
17878.4,75733.9,15471,9135.36,73351.5,8162,57528,-7.5,0.969456
11561,65530.1,11562,4010.4,65330.8,4023,66885.1,3.75,0.969456
18815.4,76527.2,16113,9897.12,73431.2,8833,146270,23.25,0.969456
14800,76186.7,12731,7748.64,72071.4,7046,86683.7,3.75,0.969456
18831.4,74913.9,16474,8568.72,79327.5,7079,220091,42,0.971289
11944.3,65631.2,11927,4588.56,65501.2,4591,29224.1,12.75,0.971289
11802.2,64493.6,11993,4136.4,64774.9,4185,101976,6,0.971289
11739.5,65768.6,11698,4497.12,65639.9,4490,45612,33,0.971289
22301.4,77412.5,18880,14680.8,73332.4,13120,179913,44.25,0.971289
21507.8,79734,17678,13869.4,74631.9,12179,53929.4,73.5,0.973122
21344,74906.3,18674,11079.4,73092.1,9934,112317,72.75,0.973122
26114.6,86615.9,19759,14235.1,78251.4,11922,7898.4,301.5,0.973122
12288.6,69769.4,11543,6440.4,71164.7,5931,59055.8,27,0.973122
11653.1,68242.2,11191,5797.44,70686.7,5375,16367.8,6,0.973122
23036.8,79376.4,19020,14365.4,74036.9,12716,175366,40.5,0.974954
11226.9,67582,10887,6303.6,68680.4,6015,3748.32,36.75,0.974954
12889.6,64770.2,13042,3943.44,64966.6,3978,40783.7,40.5,0.974954
10319.4,63951.7,10575,3665.52,66747.3,3599,109451,23.25,0.974954
13805.4,72946.3,12403,8247.6,71733.9,7535,133500,9,0.976787
16667.5,73870.5,14787,8717.04,74706.4,7647,166946,39.75,0.976787
19317.8,65589.5,19302,7116.48,64865.9,7190,71966.9,21.75,0.976787
11601.3,72285.7,10518,6144.48,70178.6,5738,46520.6,24.75,0.978619
12531.2,73338.5,11198,7863.12,71861.3,7171,54051.8,42,0.980452
9893.12,63670.4,10183,3278.16,64964.5,3307,124350,21.75,0.980452
16618.9,73037.5,14912,8491.68,69957.4,7955,143917,-3.75,0.980452
18268.2,74611.9,16046,8700.48,72368.9,7879,146017,47.25,0.982285
16677.8,75368.5,14502,11072.9,72292.5,10038,81943.9,38.25,0.984117
19925.8,75961.5,17191,14129.3,72682.6,12740,6791.76,31.5,0.984117
14682.9,64031,15028,4202.64,64653.6,4260,88769.5,35.25,0.984117
19226.2,73758.2,17083,10771.2,74313.2,9499,107468,4.5,0.984117
16341.1,74148.8,14443,9329.04,72276.6,8459,90301,32.25,0.984117
21785.6,73735.5,19363,11482.6,72560.1,10371,41176.8,30,0.984117
14563.8,75564.6,12631,10699.2,72443.7,9679,8020.8,48,0.984117
13177,64363.5,13417,5137.92,64592.1,5213,58709.5,9,0.98595
10862.7,64123.5,11102,6510.96,66526.7,6414,41860.8,1.5,0.987783
9597.44,68733.2,9151,4764.96,70939.7,4402,176659,4.5,0.987783
15315.8,75651.1,13268,9852.48,72160.5,8948,57183.8,25.5,0.987783
7080.96,63059.9,7359,2810.16,64984.7,2834,65969.3,11.25,0.987783
18293.1,90160,13297,7452,99974.3,4885,125314,7.5,0.987783
21307.5,75999.2,18374,13622.4,74285,12018,81277.2,16.5,0.987783
12260.5,63983.3,12558,3778.56,64638.9,3831,47681.3,12.75,0.987783
20068.5,66257.3,19850,8223.12,65833.2,8186,33667.9,12.75,0.987783
9189.12,68511.7,8790,6459.84,68837.7,6150,119623,33.75,0.989615
11977,78101.7,10050,9068.4,72177.2,8234,6138.72,-11.25,0.989615
11049.6,64391.5,11246,3008.88,64652.4,3050,110483,0.75,0.989615
14105.6,65459.9,14122,5184.72,64770.5,5246,23293.4,13.5,0.989615
13357.4,65469.5,13371,5549.04,65371.5,5563,15730.6,21.75,0.989615
20256.6,75385.5,17610,8334,74553.2,7326,213250,18,0.991448
14934.4,72504.7,13499,7871.04,70954.1,7270,71979.8,2.25,0.991448
15295.4,64479.4,15546,5772.96,64573.6,5859,58865,8.25,0.991448
16321.9,72895.8,14674,11689.2,73335.6,10446,106155,20.25,0.991448
10366.7,72507.3,9370,7728.48,71106.8,7123,43135.2,-0.75,0.991448
12931.8,71105,11919,6356.88,71544.7,5823,66681.4,-7.5,0.99328
20633.6,74217.5,18220,12285.4,72724.5,11071,80053.9,38.25,0.99328
14441,65695,14406,4667.76,65058.8,4702,45635.8,18,0.99328
12757.8,65370.8,12790,6901.2,68506.1,6602,4255.92,47.25,0.995113
12954.2,72524.3,11706,7760.16,71358.2,7127,5354.64,30,0.995113
9777.92,68940.9,9295,6738.48,70930.5,6226,149099,26.25,0.995113
16140.8,68289.4,15490,7434,68368.6,7126,59634,22.5,0.995113
16528,66620.3,16259,5120.64,65659.6,5111,62495.3,15.75,0.995113
14547.2,64543,14771,4292.64,64716.5,4347,71987.8,-2.25,0.995113
15883.5,73305.8,14200,10979.3,73042.1,9851,96107.8,21.75,0.996946
12881.3,71402.1,11823,6478.56,73891.2,5746,87154.6,27.75,0.996946
13565.4,70725.9,12570,8720.64,71744.4,7966,51949.4,2.25,0.996946
15713.9,75655.9,13612,8238.96,74342.4,7263,99974.2,17.25,0.996946
10701.4,65852.5,10650,7585.92,69483,7155,79110,6.75,0.996946
10942.1,66019.2,10862,5525.28,69810.1,5187,127814,-7.5,0.996946
17089.9,65643.2,17062,4744.08,65454.3,4750,50397.1,-12.75,0.996946
13732.5,70541.8,12758,7326,72372.1,6634,20592,44.25,0.996946
20822.4,74071.4,18423,13070.2,72713.6,11780,173534,23.25,0.998778
12888.3,65425.9,12910,5503.68,68131.7,5294,4649.76,25.5,0.998778
11773.4,65846.1,11718,6192,67927.5,5974,46924.6,-21,0.998778
8204.8,63237.7,8503,3119.04,63738.5,3207,50400.7,-2.25,0.998778
20703.4,73768,18393,10009.4,73367.5,8941,6020.64,4.5,1.00061
8055.68,71652.7,7368,6282.72,70600.9,5832,88158.2,-14.25,1.00061
17707.5,75170.4,15438,11623.7,73226,10403,127832,16.5,1.00244
12438.4,75436.1,10806,7274.88,71350.9,6682,35641.4,6.75,1.00244
8186.24,63362.9,8467,3114.72,64535.7,3163,62087,0,1.00244
25238.4,76497.3,21622,14554.1,73973.7,12894,202319,36.75,1.00244
28883.2,81397.1,23255,19825.9,77492.2,16767,116282,24,1.00244
18677.8,75341,16247,13192.6,73078.2,11831,62048.9,28.5,1.00244
15030.4,68008.3,14484,9016.56,71228.2,8296,121770,30,1.00244
15144.3,75366.2,13169,10267.9,71155.6,9457,22432.3,30.75,1.00428
12025,63852.5,12342,3415.68,64287.8,3482,53796.2,11.25,1.00428
19884.2,67684.4,19253,10376.6,68079.2,9989,27780.5,45,1.00428
18742.4,91993.9,13352,12065,86585,9132,134231,42,1.00428
11329.9,71879.7,10330,8263.44,70049.5,7731,94767.1,24.75,1.00611
18591.4,71527.7,17034,8493.12,71405.4,7795,81774.7,9.75,1.00611
12963.2,65577.5,12955,5870.16,65705.7,5855,81428.4,13.5,1.00611
17857.9,73745.2,15870,8809.92,73019.7,7907,118608,25.5,1.00611
19457.9,68474.2,18623,9585.36,67214.5,9346,107328,43.5,1.00611
11065,70246.4,10323,6477.12,70430.5,6027,24932.2,6,1.00611
9762.56,69543.4,9200,4721.04,70063,4416,155140,1.5,1.00611
17697.3,76941,15074,9755.28,74287.9,8606,225252,28.5,1.00611
12756.5,64338.1,12994,4520.88,64661.8,4582,58387,2.25,1.00611
18683.5,73175.4,16733,10224.7,72262.2,9273,16498.1,14.25,1.00611
26686.7,79703.8,21943,19851.8,76642.7,16975,231269,64.5,1.00611
11096.3,64993.2,11189,6478.56,67127.1,6325,51646.3,-3.75,1.00611
10410.2,72471.4,9414,7529.76,71084.8,6942,91345,35.25,1.00611
22618.9,77601.9,19102,15991.9,73998.9,14163,141402,5.25,1.00794
12417.3,64457.7,12625,4935.6,65570.5,4933,83552.4,6,1.00794
12872.3,71930.5,11728,7039.44,71680.7,6436,169151,4.5,1.00794
17657,76209.6,15184,11941.9,72251.3,10832,167809,2.25,1.00794
14146.6,77002.4,12040,8735.04,73439.3,7795,173679,3.75,1.00977
16492.2,72861.7,14834,9025.92,70604.3,8378,79863.8,9,1.00977
21326.7,67611.6,20672,10303.9,67312.4,10032,6230.88,-0.75,1.00977
12885.1,64747.7,13042,4737.6,66088.4,4698,66561.1,0.75,1.00977
23825.3,73627.3,21207,12662.6,71743.7,11567,151209,40.5,1.00977
11274.2,65747.3,11238,5292,67923.3,5106,103748,27,1.00977
18227.8,75942.8,15730,9364.32,72696.1,8442,195079,12.75,1.00977
17508.5,84104.4,13643,10805,103285,6856,199897,2.25,1.01161
22492.8,76310.4,19317,15738.5,74177.4,13905,218928,29.25,1.01161
10316.8,63725,10610,3608.64,64935.7,3642,87202.1,-1.5,1.01161
10764.2,68264,10334,6859.44,68831.8,6531,104202,2.25,1.01161
15411.2,78208.8,12914,9352.8,72469.3,8458,199873,13.5,1.01344
14350.7,73481.4,12799,7777.44,72877.1,6994,155494,33,1.01344
20897.3,71594.1,19129,10741.7,71826,9801,64064.2,48.75,1.01344
12470.4,64985.7,12576,5310.72,67712.7,5140,115173,27.75,1.01344
10253.4,73367.1,9159,6618.24,70606.1,6143,152608,-8.25,1.01527
8944.64,64966.8,9023,5407.2,68849.1,5147,7504.56,19.5,1.01527
15402.2,75469.2,13375,9676.08,72972.6,8690,120908,38.25,1.01527
11575,68600.3,11058,5543.28,71540.9,5078,132355,30.75,1.01527
11295.4,71335.9,10377,6363.36,70289.8,5933,107175,39,1.01527
13034.9,76601,11152,8708.4,72205.7,7904,191088,10.5,1.0171
11670.4,62639.7,12210,3827.52,63184,3970,27483.1,8.25,1.0171
20705.9,66434.1,20426,11602.1,68236,11143,32321.5,27,1.0171
11735,63069.3,12194,3949.92,64361.5,4022,52226.6,3,1.0171
14283.5,70947.8,13194,7318.08,70716.3,6782,81496.1,21,1.0171
15632.6,76024.1,13476,10232.6,73114.5,9172,90576.7,30,1.01894
12113.9,64492.1,12310,5113.44,65273.6,5134,60645.6,-2.25,1.01894
9273.6,64675.4,9397,5955.84,69292,5633,41428.8,6.75,1.01894
21916.2,74624.5,19247,13947.1,72318.9,12639,166078,40.5,1.02077
17091.2,66050.8,16958,9306.72,67686.8,9011,53212.3,2.25,1.02077
13731.8,74092.7,12146,9217.44,72587.6,8322,133083,35.25,1.02077
11823.4,63207.1,12259,3800.88,64084,3887,36103,28.5,1.02077
25450.2,68460.7,24363,16879,69527.3,15910,40636.1,60,1.02077
16917.8,65039.1,17047,5839.2,65048.1,5883,98008.6,26.25,1.0226
22814.7,76437.1,19561,14055.1,73937.7,12458,13808.9,19.5,1.0226
14681.6,73482,13094,9272.16,72599.8,8370,63758.2,2.25,1.02443
16449.3,77416.2,13925,10128.2,72109.1,9205,218470,-13.5,1.02443
13155.2,71145.3,12118,6891.12,71662.4,6302,40930.6,8.25,1.02443
23242.9,82275.3,18514,17475.1,74395.8,15394,186264,-3,1.02443
10595.2,71115,9764,7831.44,71561.8,7172,97015.7,0.75,1.02443
11009.9,63978.2,11278,3540.24,63915.5,3630,40874.4,-18,1.02443
10990.7,71386.3,10090,7287.84,69674.1,6855,95541.8,-6,1.02443
11862.4,64990.3,11962,3615.12,64485.7,3674,63913,-29.25,1.02443
16744.3,76274.1,14387,10647.4,72693.6,9599,109570,35.25,1.02627
9519.36,74136.7,8415,6824.16,73148.2,6114,47837.5,15.75,1.02627
13255.7,65366.8,13290,5340.96,66005.1,5303,69999.1,-10.5,1.0281
9148.8,64173.8,9343,2686.32,64677,2722,57119.8,-1.5,1.0281
17153.9,75287.9,14932,10665.4,74294.8,9408,97125.8,16.5,1.0281
15196.8,70986.3,14030,6973.2,72275.1,6323,23420.9,-1.5,1.0281
8273.28,63638.2,8520,3506.4,65674.6,3499,78788.9,27.75,1.03177
13195.5,73868.8,11707,6979.68,71583.8,6390,87666.5,19.5,1.03177
13708.8,74458.8,12066,7066.08,72334.1,6402,146280,33.75,1.03177
16845.4,75542.8,14614,9799.92,72439.4,8866,205944,24.75,1.03177
15776,79207.5,13053,11993.8,72578.3,10830,154215,36,1.0336
17090.6,74939.6,14946,9977.76,72286.4,9046,90856.1,25.5,1.03543
18074.9,66581.7,17791,7710.48,65976.5,7659,36834.5,36.75,1.03543
16533.1,68847,15738,10436.4,70467.8,9706,81294.5,31.5,1.03543
22089,75420.5,19194,12361,74109.2,10931,187350,27.75,1.03543
13965.4,65749.9,13920,5001.84,64834,5056,18406.1,16.5,1.03543
10184.3,68638.4,9724,5630.4,71138.2,5187,70651.4,9.75,1.03726
9561.6,64468,9720,4069.44,64372.4,4143,26131.7,0,1.03726
11963.5,64503.6,12155,4430.88,65122.7,4459,46882.1,-18,1.03726
7411.84,64056.7,7583,2885.04,64179.9,2946,82195.2,3.75,1.0391
17552.6,66743.8,17235,6552,65827.4,6523,99473.8,11.25,1.0391
19790.7,68335.3,18980,10248.5,66605,10084,9910.08,0.75,1.0391
21630.7,74254.4,19091,12007.4,72761.9,10815,195780,3,1.0391
18531.8,66962.7,18137,8205.84,66220.7,8121,8161.92,15.75,1.04093
14602.9,65526.5,14605,5155.2,65373.7,5168,63423.4,-3.75,1.04093
14334.7,76776.7,12236,9645.12,72265.1,8747,169508,20.25,1.04093
23658.9,74777.4,20735,12566.9,72383.8,11378,101959,22.5,1.04093
24563.2,73328.2,21953,13265.3,70444.3,12341,55884.2,46.5,1.04276
13036.8,75441.9,11325,8534.88,70119.3,7977,34120.8,37.5,1.04276
15011.8,68311.1,14402,3501.36,69157.7,3318,10885.7,15.75,1.04276
13604.5,75673.3,11782,9007.2,71516.3,8254,135964,14.25,1.04459
