"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
15287,74459.4,13455,7745.04,72242.9,7026,114128,48,0.994209
14124.2,66703.2,13877,6418.08,66207.4,6353,69986.2,44.25,0.994209
15059.2,72085.3,13691,7227.36,72137.1,6566,128581,24,0.994209
14435.2,73250.1,12915,11285.3,71951.8,10279,77004.7,34.5,0.994209
20737.9,79678.8,17057,15349,74922.5,13426,1302.48,63,0.994209
17077.1,74695.7,14983,11674.1,71057.2,10767,4563.36,64.5,0.994209
17196.8,74949.1,15037,10822.3,72247.3,9817,918.72,18.75,0.994209
15666.6,65634.7,15643,4140.72,66592.9,4075,95721.1,39,0.996139
28536.3,76689.8,24386,21041.3,73717.6,18706,81109.4,39,0.996139
13578.2,66937.2,13294,5212.8,67262.5,5079,55878.5,9.75,0.996139
21616.6,76942.6,18412,10723.7,73884.3,9512,107353,23.25,0.996139
17246.1,66574.7,16977,5642.64,65415.9,5653,44232.5,-19.5,0.99807
13559.7,74239.5,11970,10277.3,69767.1,9654,74394.7,21.75,0.99807
14999.7,66826.6,14710,4186.08,65599.9,4182,95558.4,7.5,0.99807
12903.7,65585.2,12894,4351.68,65486,4355,27579.6,12.75,0.99807
11722.9,65306.9,11764,3859.92,65062.7,3888,14855,-0.75,0.99807
16342.4,75391.8,14206,9059.76,72354.4,8206,154909,18.75,0.99807
23965.4,79746.1,19695,17704.8,74368.8,15602,212719,53.25,0.99807
9378.56,64508.1,9528,2934,64719.8,2971,47360.9,4.5,1
25783,73179.6,23090,14106.2,70927.3,13034,262143,20.25,1
15761.9,79027.9,13071,8050.32,74475.7,7084,128466,30.75,1
11075.8,73216.3,9914,6937.2,70257.5,6471,169605,19.5,1
11664,73289.7,10430,6441.84,72006.2,5863,5977.44,27,1
12133.1,65531.2,12134,5731.92,68825.1,5458,9312.48,24,1
11719.7,65933.6,11649,4437.36,66744.7,4357,117296,3,1
9360.64,65505.5,9365,3953.52,65478.4,3957,603.36,9.75,1.00193
19094.4,74172.9,16871,11593.4,72312.5,10507,191058,45,1.00193
