"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
24246.6,71648.8,22178,14032.2,70468.5,13050,12730.9,14059.5,0.576923
10955.7,62893.6,11416,3161.6,62109.9,3336,10405.2,7875.84,0.576923
20032.3,71489.6,18364,13290.5,68930.8,12636,9044.1,8839.04,0.580146
8321.95,61114.7,8924,3125.85,61703.5,3320,6779.5,5700.48,0.593038
11685.5,63989.3,11968,7543.9,63711,7760,12222.6,10581.1,0.594113
14079.2,74899.9,12319,9698.65,69556.9,9138,12957.8,12640,0.597336
10470.7,68813.7,9972,5562.05,67353,5412,10214.1,10589.4,0.599484
10214.1,63144,10601,3928.6,62552.2,4116,8427.25,7057.92,0.600559
17167.2,63345.1,17761,5476.25,62470.2,5745,12773.8,9185.92,0.601633
12325.7,62935.4,12835,4397.9,63442.8,4543,8115.9,6548.48,0.601633
14981.9,68930.9,14244,6854.25,67855,6620,11665.5,11835.5,0.603782
11751.6,74146,10387,7742.8,71439.1,7103,7642.05,7242.88,0.607005
10559.8,62617.5,11052,4789.2,61979.7,5064,9447.75,6005.76,0.607005
10279,61830.5,10895,3225.3,61696.8,3426,10708.1,7132.16,0.608079
18739.6,65131.4,18856,10419.5,62918.3,10853,9742.85,10071,0.610228
12191.2,67656.9,11809,6738.55,68351.3,6461,7489.95,6192,0.614525
16027.3,64313.5,16332,6784.7,63258.2,7029,11096.1,8890.88,0.617748
14061.5,63218.3,14577,5071.3,65308.1,5089,8539.05,8984.32,0.617748
14587.7,64574.3,14805,6988.15,64061.5,7149,8588.45,7227.52,0.618823
9479.53,62936.9,9871,3562.65,63137.3,3698,9523.8,6302.72,0.618823
13994.2,69024.2,13287,8544.9,68267.5,8203,19416.1,15890.6,0.619897
18967.9,69828.2,17802,9014.2,70537.9,8375,8787.35,7502.08,0.619897
18794.4,69619.8,17692,8388.25,69683.4,7889,17290,14470.4,0.619897
10253.6,62220.4,10800,3663.4,62198.1,3860,8279.05,7240.32,0.626343
11391.1,61860.2,12068,4285.45,62914.7,4464,8791.9,6952.96,0.627417
18763.2,69867.3,17600,11203.4,68568,10708,14041.3,12807.7,0.629566
14993.7,63873.2,15384,5585.45,62327.3,5873,9059.05,8795.52,0.629566
15357.7,68866.4,14615,7120.1,68904.7,6772,8602.75,7431.68,0.632789
11976.4,62936.9,12471,6329.7,64343.6,6447,6585.15,7100.16,0.632789
13712.8,63686.5,14111,6159.4,62895.4,6418,8245.9,7867.52,0.634938
25961.2,79112.4,21506,17365.4,70520.4,16138,26054.6,23775.4,0.638161
10557.5,66598.7,10389,8022.3,67917.5,7741,15265.9,11341.4,0.638161
12867.3,63489.8,13282,5122.65,63081.2,5322,8307,7139.2,0.641384
11148,62841.8,11626,4117.1,62414.6,4323,10622.9,7600,0.641384
15124.6,63592,15587,4769.7,62680.4,4987,11900.8,10633,0.641384
13592.4,73123.7,12182,9819.55,70827,9086,11614.2,8844.8,0.642458
14078,62007.9,14879,4538.3,62144.2,4786,7129.85,6522.88,0.644607
12965.2,67975.2,12500,7274.8,65960.3,7228,10110.8,10865.3,0.646756
16305.8,63916.4,16719,5900.05,62425.8,6194,14274,9185.28,0.646756
8176.22,62277.6,8604,3147.95,62271.1,3313,10108.8,7656.96,0.649979
16406.1,63707.5,16877,7779.2,62600.4,8144,9081.8,7590.4,0.656425
14629.6,63410.6,15120,5629,62230.5,5928,13301.6,9957.76,0.660722
12324.5,62963.8,12828,6804.85,65505.7,6808,8091.85,7452.8,0.660722
25312.2,70097.6,23665,16160.3,66604.7,15901,17793.8,14465.3,0.661796
8323.13,64338.8,8478,5771.35,66135.9,5719,8966.1,6689.92,0.663945
10049.5,62939.8,10464,3928.6,62796.3,4100,9577.1,6644.48,0.668242
13086.2,63560.2,13493,4578.6,63025.2,4761,6833.45,7050.88,0.669317
9484.25,65983,9420,6751.55,67769.9,6529,7448.35,6659.84,0.670391
16909.4,72772.2,15228,8971.3,71447.7,8229,10569.6,10263.7,0.670391
6176.71,61009.3,6635,2625.35,62702.2,2744,7050.55,5360,0.673614
13783,72332,12488,9341.8,68359.1,8956,9146.15,11147.5,0.674688
23264.3,72200.1,21117,10899.8,71777.8,9952,14626.9,16314.2,0.674688
9932.65,68154.8,9551,6435.65,68624.6,6146,11241.8,10933.1,0.681135
10938.6,70329.8,10193,7064.2,70092.3,6605,12552.8,13689.6,0.682209
11906.8,62157.3,12554,4644.9,63964.7,4759,10582,9696,0.683283
12345.7,72557.7,11151,9157.85,68684.9,8738,15003.9,14828.8,0.683283
17399.7,65731.3,17348,8414.9,66443.2,8300,12153,10592.6,0.685432
10606.4,62848.4,11060,4297.8,62535.7,4504,7903.35,5852.8,0.688655
14623.7,62803.5,15260,5499.65,62046,5809,7150,8112,0.694027
13916.9,66029,13813,7026.5,66496.6,6925,14956.5,12999,0.699398
12293.2,65224.2,12352,6984.9,67199.4,6812,8291.4,7415.68,0.702621
18384.4,71191.2,16924,10331.1,69200.6,9784,8880.3,8426.88,0.703696
9819.37,63765.6,10092,5427.5,64801.7,5489,13361.4,10549.8,0.703696
12439,63782.2,12781,4750.85,62257.9,5001,6909.5,5531.52,0.703696
26401.9,80959.9,21372,17052.1,74981.6,14904,14654.9,12449.9,0.705844
9581.6,68822.9,9124,7020.65,70698.4,6508,7907.25,6611.84,0.709067
16328.8,71647.5,14936,8566.35,71271.3,7877,15165.1,12980.5,0.709067
16373.7,72681.2,14764,6785.35,72554.2,6129,18559.4,14480.6,0.711216
11212.9,62275.6,11800,4485.65,61797.7,4757,9400.95,7838.08,0.712291
13509.2,61963.9,14288,3795.35,61324.5,4056,12894.7,8974.72,0.715514
9683.67,70979.6,8941,6390.15,68879.1,6080,8797.1,11068.2,0.719811
13726.3,63672.9,14128,4525.3,62357,4756,13055.2,10354.6,0.719811
20078.9,73464.1,17912,14494.3,70233,13525,7328.1,7977.6,0.719811
18406.2,65151,18515,8470.15,65715.6,8447,14519,11830.4,0.723034
17435.7,64990.6,17582,5869.5,63194.3,6087,9968.4,9505.92,0.724108
11965.8,66098.3,11864,7893.6,68746.2,7525,16660.1,13897.6,0.725183
13048.4,62947.6,13585,4780.75,62449.9,5017,9302.15,7928.32,0.725183
16092.8,63679.5,16562,8138.65,62208.4,8574,6596.85,6997.76,0.726257
12462.6,62996.3,12965,6627.4,62828.5,6913,7663.5,6988.16,0.728406
18185,64284.5,18539,6349.2,64471.8,6454,8254.35,9846.4,0.72948
12923.9,66113.8,12811,7157.8,66879.6,7014,11009,11745.9,0.72948
8467.09,62502.7,8878,2947.75,62418,3095,9555,7201.92,0.732703
14830.2,63519.7,15301,6212.05,65023.6,6261,15474.5,12439,0.734852
15774.8,63721.6,16224,6506.5,63041.1,6764,9206.6,7193.6,0.737
19029.9,65583.8,19016,8352.5,64179.8,8529,11906,11662.1,0.738075
10755.7,62818.4,11221,3277.3,62129.3,3457,10062,6813.44,0.738075
9885.45,64373.3,10064,5307.25,65874.2,5280,7163.65,6071.68,0.740223
10461.9,62694.8,10936,3534.7,63292.4,3660,11768.2,8362.24,0.743446
17270.5,67592.6,16745,10506.6,66450.5,10362,13811.8,14673.3,0.745595
13085.6,64810.9,13232,7452.25,66538.2,7340,15681.9,12352,0.749893
10676,69383.7,10084,6763.9,67245,6592,8261.5,9648,0.753116
13801.9,70577.4,12816,8882.9,68295.4,8524,10025.6,8920.96,0.75419
14999,64707.6,15191,5864.3,63055.4,6095,12689.9,8137.6,0.756339
13906.9,63147.1,14433,6052.8,62048.5,6393,8173.1,5891.2,0.758487
9975.72,62729.7,10422,3178.5,61977.4,3361,6878.95,5636.48,0.759562
12108.6,67272.6,11796,7363.85,69021.4,6992,7640.1,7499.52,0.762785
15737.7,63536.2,16233,5507.45,62101.9,5812,12326.6,10274.6,0.762785
10772.8,63239.6,11164,3902.6,61837.7,4136,12491,8583.04,0.767082
17317.1,76449.5,14845,9423.05,69418.7,8896,8691.8,10488.3,0.768156
8028.72,61757.1,8520,3108.95,61798,3297,8858.2,6214.4,0.769231
8467.09,62999.5,8808,3299.4,61903.7,3493,8998.6,6632.96,0.769231
16462.2,77465.8,13927,9308,71005.6,8591,8267.35,6765.44,0.77138
12758.2,69347.2,12057,8230.95,66333.4,8132,10754.2,9622.4,0.77138
23386.4,74425.9,20593,15650,71798.5,14285,10502,11976.3,0.77138
16738.3,69309.5,15827,8979.75,67775.8,8683,12879.1,10979.2,0.775677
16512.9,75162.6,14398,9051.9,70295.7,8439,13330.2,14340.5,0.775677
12249,63877.6,12567,5586.1,62355.8,5871,10007.4,7623.68,0.775677
23188.8,79665.5,19076,14196.6,71196.2,13068,14791.4,13847,0.776751
22543.9,73508,20099,10611.2,71967.2,9663,11368.5,13233.9,0.776751
12645.5,64277.8,12893,4479.15,63925.4,4592,10810.1,9358.72,0.777826
13442,63040.9,13974,5397.6,61993.9,5706,9415.25,9223.68,0.781049
9260.64,62490.2,9712,4453.8,61735.2,4728,11423.1,7680,0.783197
17370.8,63115.3,18037,6260.8,61821.3,6637,7020.65,6424.32,0.784272
28800.8,71593.6,26364,20569.9,70018.6,19253,9705.8,8241.92,0.784272
13547.6,66856.5,13280,7541.3,67223.4,7352,8909.55,7565.44,0.785346
16489.3,67947.9,15904,7936.5,68150.7,7632,8724.95,9965.44,0.787495
8352.63,62402.9,8772,3110.25,62525.6,3260,9108.45,6880.64,0.789643
8258.82,62695.5,8633,2956.2,62881.4,3081,6977.75,5258.24,0.790718
16204.3,70431.6,15078,7315.75,70361.8,6814,14872,13031.7,0.796089
15865.1,69584.7,14942,8656.05,68820,8243,11019.4,9797.12,0.797164
13588.3,73131.5,12177,7579,68899.6,7209,13116.3,13003.5,0.798238
10336.8,69466,9752,6699.55,69416.9,6325,15970.5,14033.9,0.798238
14311,63728.2,14717,4907.5,62620.3,5136,9057.75,7642.88,0.799312
13650.8,62701.2,14268,4168.45,62073.1,4401,11796.2,8890.24,0.800387
14122.2,74017.5,12504,8709.35,70076.9,8145,10910.2,10012.2,0.80361
12462,63740.6,12813,5344.3,62936.9,5565,9434.1,8759.04,0.805758
13667.3,64047.4,13985,5663.45,62940.4,5897,10071.8,8199.68,0.806833
9440.59,62615,9881,2999.75,61977.2,3172,9384.7,6570.24,0.810056
13988.9,70175.8,13064,9668.1,68476,9253,11543.3,9055.36,0.813279
13100.4,65120.2,13184,5471.05,63708.4,5628,9452.3,8536.96,0.813279
10068.9,62512.1,10556,3224,61618,3429,8213.4,6145.92,0.820799
9873.06,64331,10058,9312.55,66634.7,9159,15010.4,12828.8,0.822948
12122.7,63355.3,12540,6628.7,62840.8,6913,8986.9,7600.64,0.827245
12002.4,62646.3,12556,4473.3,62255.7,4709,10816,9374.72,0.833691
10859.5,62489.3,11389,4308.2,61700.7,4576,7051.2,5898.88,0.834766
17200.3,63606.6,17722,5400.85,62458.1,5667,12066.6,9554.56,0.83584
14198.3,69810.4,13329,7927.4,68857.5,7545,16974.8,14666.2,0.836915
17146.6,80790.7,13909,12906.4,70787,11949,18626.4,16430.1,0.839063
7769.12,64482.9,7896,4919.2,66266.1,4865,7243.6,5968,0.840137
16201.4,68132.4,15584,6715.15,68849.2,6392,15958.8,14746.9,0.843361
12700.3,62959.9,13220,4908.8,62980.2,5108,10566.4,7246.08,0.844435
13885.1,69559,13082,6953.05,69052.1,6599,12812.8,12249,0.844435
8156.75,62463.3,8558,3213.6,62624.6,3363,9266.4,7277.44,0.845509
14099.2,71225.4,12973,7055.75,69305.4,6672,15159.3,13920,0.846584
17877,75542.4,15509,13132.6,69672,12353,8921.9,9530.24,0.849807
16632.1,63221.5,17241,5939.7,62182.8,6260,8856.9,6839.04,0.854104
15121.1,63023.2,15724,5839.6,62076.9,6165,9737,7150.72,0.857327
6204.44,60607.3,6709,3389.1,62302.4,3565,6523.4,5078.4,0.858401
12898.6,71899.4,11757,8905.65,69746.7,8368,18590,15595.5,0.858401
10851.3,69830.1,10184,7407.4,67116.2,7233,7748,9420.8,0.861624
20306.6,72849.5,18268,12701,69573.1,11964,9109.75,8755.84,0.861624
24059,71049.6,22192,14226.5,68818.4,13548,9151.35,11361.9,0.871293
17178.4,63748.9,17660,5015.4,62240,5281,12990.9,10846.7,0.871293
12619.5,62949.6,13138,3972.15,61892.3,4206,9355.45,6668.8,0.871293
24608.3,74691.1,21592,13787.1,71478.1,12641,9083.75,10845.4,0.872368
16000.2,63027.6,16637,6686.55,62673,6992,8237.45,8649.6,0.873442
25420.1,78091.9,21333,17573.4,71564.7,16093,7905.3,8595.2,0.886334
8628.16,61730.9,9160,3887.65,61840.1,4120,9480.25,6318.72,0.887409
14074.4,66583.6,13853,9456.2,67011.4,9248,7725.25,6844.16,0.888483
11965.2,71670.9,10941,8955.7,68112,8617,6969.95,6309.12,0.889557
10618.2,65791.5,10577,6240,67161.2,6089,6605.3,6015.36,0.890632
