"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
10657.9,64062.9,10903,6292.02,63390.3,6505,7703.5,3825,0.533476
10446.1,68582.9,9982,5549.36,66841.2,5441,11526.8,4364.92,0.552758
14472.3,76181.4,12450,8115.3,69759.2,7624,10009.6,5191.12,0.59775
16505.6,66731.1,16210,7224.25,66871.2,7080,11562.3,4744.36,0.611677
9282.56,62451.7,9741,3133.23,61131.1,3359,6604.42,2022.32,0.619175
12910.7,73454,11519,7931.41,67681.4,7680,7317.26,3571.36,0.62346
14841.6,71809.5,13545,8865.77,69079.4,8411,14100.6,4825.28,0.634172
11299.2,62914.6,11770,3470.48,61787.9,3681,12207.7,2832.2,0.642742
30118.4,85123.3,23188,20314.5,78842.4,16886,9780.96,3347.64,0.654526
8839.68,64815.1,8938,4583.05,66026.5,4549,6473.07,2915.16,0.656668
16506.9,68720.3,15742,6162.8,68501.6,5896,7520.32,4859.28,0.65774
10457.6,62881.9,10899,3682.06,62369.5,3869,8608.04,2731.56,0.660953
10186.9,64671.8,10323,5147.5,66133.4,5101,7577.12,3784.88,0.662025
12761.6,75359.9,11098,7014.8,68851.6,6677,8830.98,4394.16,0.668452
13412.5,68144.8,12899,6776.95,67900,6541,10084.1,5175.48,0.669523
21812.5,69158.3,20670,9007.06,68186.1,8657,6908.3,2902.24,0.669523
12543.4,63122.3,13023,3410.13,62131.3,3597,7942.06,2397,0.680236
20238.1,65487.7,20253,8054.24,64347.5,8203,7427.31,3306.84,0.686663
16309.1,65049.9,16431,8108.2,64865.6,8192,9213.67,4739.6,0.697375
10239.4,64729.1,10367,4820.9,64530.7,4896,6782.63,3320.44,0.709159
12860.8,69119.7,12194,8078.38,68295.2,7752,7802.19,2989.28,0.716658
12588.8,65116,12670,8160.74,66051.9,8097,6616.49,2915.16,0.7188
14841.6,71048.9,13690,6250.13,68946.1,5941,9488.44,4482.56,0.733798
11114.9,69038.5,10551,6649.86,67619.1,6445,6634.24,3599.92,0.738083
21348.5,77456.4,18063,12143.1,73489,10829,12123.2,3199.4,0.74451
11031.7,69960.5,10334,6256.52,69308.2,5916,9465.72,2888.64,0.747724
8828.16,61503.4,9407,2266.32,62301,2384,7543.04,1833.96,0.749866
10663.7,63119.1,11072,2987.68,62396.6,3138,9370.58,2562.24,0.752009
7178.88,68793,6839,5495.4,67633.1,5325,9087.29,3725.04,0.755222
15432.3,64723.7,15626,6901.91,65478.2,6908,11209.5,4865.4,0.774505
12652.2,64048.5,12946,6035,65918.3,6000,9595.65,4590.68,0.780932
13312,63735.8,13688,4835.81,62955.8,5034,7086.51,3038.24,0.785217
12771.8,63419.9,13198,4984.2,63500.1,5144,7911.53,3621.68,0.818425
16432,70829.2,15204,7370.51,70351.5,6866,13153.5,4549.88,0.820568
13566.1,63586.5,13982,3813.41,61419.4,4069,10344,2812.48,0.826995
17563.5,71805.5,16030,8747.91,69031.1,8305,11764,6523.24,0.832351
18807,68474.3,18000,7367.67,67949.3,7106,9791.61,4311.2,0.834494
10385.9,70636.3,9636,6245.16,67964.6,6022,11315.3,3331.32,0.853776
16176,69951.2,15155,6696.01,68470.9,6409,6771.27,4309.16,0.85699
18877.4,71669.1,17262,10131,72105.2,9208,12984.5,5831.68,0.862346
10962.6,64089.4,11210,3327.77,61869.1,3525,9247.04,2420.12,0.866631
11811.8,72966.4,10609,7070.18,68715.9,6743,13231.6,4966.04,0.868773
8347.52,63215.1,8654,4222.37,66502.6,4161,8578.93,3321.12,0.876272
10503,65040.8,10583,5676.45,65947.8,5641,8964.46,3170.16,0.8827
6192.64,62341.1,6510,2465.83,61468.5,2629,8763.53,1926.44,0.888056
20196.5,76384.9,17328,14648.7,69335.5,13846,7605.52,4301,0.890198
17673,70403.9,16451,8349.6,69680.3,7853,6404.91,3006.28,0.898768
8165.12,69404.6,7710,4698.07,66513.9,4629,9833.5,3520.36,0.91805
12476.2,63186.8,12940,4083.92,62504.4,4282,11783.2,3117.12,0.921264
13450.9,71141.7,12391,7658.06,69119.8,7261,17377.2,5673.24,0.933048
14760.3,70903.2,13643,5239.09,69843.2,4916,13566,4862,0.950187
6077.44,62252.4,6398,2799.53,62553.7,2933,7114.2,2220.2,0.95233
15780.5,69394.7,14903,9066.7,67057.4,8861,7027.58,3053.88,0.954472
14884.5,70228.2,13890,7106.39,69016.6,6748,11176.8,4746.4,0.964114
21458.6,71560.6,19652,10434.2,68477.2,9986,8035.07,2476.56,0.971612
8741.12,63906.5,8964,5085.02,66677,4998,11250.7,3368.04,0.974826
11029.1,62836.2,11503,2502.75,61453.8,2669,9812.91,2563.6,0.979111
7603.2,69418.1,7178,4508.5,67381.8,4385,10256.7,3972.56,0.983396
13235.2,70963.1,12223,7044.62,67893.6,6800,15463.8,4541.04,0.987681
10551,63983.8,10807,3938.37,62875.8,4105,8042.88,2774.4,0.993037
12949.8,63609.3,13342,4270.65,62627.3,4469,9272.6,2297.72,0.996251
13127,68028.9,12646,9353.54,66862.3,9168,8500.83,2467.72,1.01018
16112.6,66807.4,15806,7212.18,65059.5,7265,7725.51,3620.32,1.0391
7399.68,62084.9,7811,2822.96,60997.5,3033,7017.64,1912.84,1.04017
10666.2,63294.3,11044,2971.35,62293.8,3126,8824.59,2457.52,1.05195
