"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
36027.5,77978.1,30279,14141.1,75535.8,12269,6760.62,10474,0.618875
9921.28,62627.7,10382,2862.01,61780.2,3036,8649.22,8241.6,0.620049
11024,70809.5,10203,7222.12,67346.2,7028,8271.5,10046.3,0.620049
15331.8,72631.7,13834,9289.64,68551.5,8881,10160.1,10668.5,0.620049
28119.7,88893.5,20731,19749.4,76400.1,16941,11328.8,16657.3,0.623572
18334.7,63348,18968,4291.24,62191.7,4522,6513.54,9131.04,0.624747
8917.76,68418.9,8542,3120.45,66547.9,3073,6277.11,8129.4,0.627095
16952.3,68621.8,16190,6061.27,68630.2,5788,7389.68,9386.04,0.630618
20598.4,73100,18467,10706.8,69909.4,10037,10568.3,13525.9,0.635315
13014.4,69303,12307,8780.57,67469,8529,6861.44,8565.96,0.63649
15326.7,70507.6,14246,6242.32,68825.1,5944,17329,16951,0.638839
10320,61991.9,10910,2781.07,62567.9,2913,7046.75,7817.96,0.64471
13216.6,63651.2,13608,4433.24,62427.3,4654,12260.3,12148.2,0.649408
21085.4,71079.4,19441,9856.93,67578.6,9559,9389.75,11244.5,0.655279
12393,63333.2,12824,4234.44,61750.8,4494,6622.88,8070.92,0.661151
24734.7,76880,21085,12944.7,71391.5,11883,13001.5,17018.4,0.664674
8515.2,66752.7,8360,3733.89,64908.3,3770,9025.52,8762.48,0.668197
15327.4,75508.8,13303,9704.28,69757.6,9117,9021.26,11533.5,0.672894
19580.8,73437.5,17474,10588.2,69781.8,9944,7623.98,13252.5,0.674069
18028.8,78257.7,15098,11156.2,67848.4,10776,9748.3,9598.2,0.674069
20681.6,76480.6,17722,9905.21,69294.2,9368,8598.1,10217,0.674069
17482.9,66370.7,17263,6939.54,65560,6937,6911.85,6256.68,0.678766
16832,73213.1,15067,8635.02,68777.9,8228,8764.24,9283.36,0.67994
21127.7,77827.2,17791,13621.3,71438,12496,10872.2,13646.9,0.70695
10138.9,62667.3,10603,3648.69,62992.8,3796,6726.54,8438.8,0.70695
11687,62832,12190,6867.12,63673.4,7068,11311,11181.2,0.71517
22743,69691.3,21387,10970.9,68371.1,10516,11253.5,10689.6,0.716345
11707.5,61926.1,12390,2864.14,61826.2,3036,8169.97,7356.92,0.716345
24224,67489,23523,11625.5,67370.4,11309,12143.1,17095.2,0.721042
12531.8,63973.1,12838,4273.49,62071.7,4512,7760.3,9305.12,0.723391
11911,64321.2,12136,5706.98,63241.9,5914,6696.72,8498.64,0.726914
14505,65418.6,14531,5783.66,62910.9,6025,9682.27,11147.2,0.726914
25109.1,89165.6,18455,21858.8,76980.8,18609,8226.77,13715.6,0.728088
22200.3,76438,19034,15456.7,70228.1,14424,15666.9,20819.6,0.729262
14917.8,73784.9,13250,13403.4,67548.8,13004,7731.19,8115.8,0.730437
10161.9,61721.2,10790,3891.51,62021.9,4112,6773.4,7839.72,0.738657
10627.2,62903.2,11072,4323.19,61888.3,4578,7288.86,9064.4,0.739831
12615,63390.5,13042,4211.01,62380.8,4424,6608.68,8824.36,0.741006
22816,76343.8,19586,8413.5,71683.2,7692,8616.56,14623.4,0.743354
9998.08,61680.7,10623,3231.21,61612,3437,9150.48,8755,0.778584
12184.3,71711.9,11135,5301.57,67061.1,5181,12539.3,12481.4,0.780933
11051.5,64621,11208,5603.32,66034.7,5561,8793.35,9787.92,0.784456
9141.12,61996.5,9663,4377.86,64735.4,4432,7288.15,8448.32,0.78563
23772.2,71275.2,21858,10620.9,69521.6,10012,6887.71,7582.68,0.786805
14726.4,68471.7,14095,8415.63,67989,8112,6729.38,7149.52,0.789153
11183.4,62921.8,11648,3469.06,62492.7,3638,8360.96,8077.04,0.797374
7768.96,62060.8,8204,2880.47,61893.3,3050,8096.13,6957.08,0.798548
14542.7,69796.5,13655,6534.13,68133.8,6285,10417.8,13126,0.800897
13719,63987.7,14051,4754.16,62053.1,5021,6917.53,9676.4,0.802071
13111.7,68594.8,12527,6187.65,68130.7,5952,12700.5,13479.6,0.807943
10031.4,63518.4,10350,3413.68,62404.2,3585,9441.58,8334.76,0.811466
14295,72298.2,12958,9915.86,68404.8,9500,12023.8,13030.2,0.814989
8678.4,63540.1,8951,3189.32,62485.9,3345,8062.05,7068.6,0.817337
7290.88,66855.3,7147,5366.18,65758.8,5348,6745,7764.24,0.818512
20851.2,73051.7,18706,12813.4,68808.3,12204,8798.32,8330,0.819686
14010.2,66577.8,13791,5474.1,67535.9,5312,11249.9,13625.8,0.820861
43841.3,125100,22967,17245.9,111320,10153,18560.8,21767.5,0.822035
14361,64769.1,14531,5722.6,64739.6,5793,6406.33,7918.6,0.825558
9116.8,63622.5,9391,2783.2,62637.3,2912,7785.15,7154.28,0.825558
20306.6,69029,19279,11202.4,65590.9,11193,9653.87,11738.2,0.826732
20121.6,77365.2,17045,14014.7,68059.8,13495,8522.13,7763.56,0.838476
15175,64755.3,15358,5155.31,64910.4,5205,6336.04,8185.16,0.844347
15510.4,70321,14455,4967.16,67411,4829,7703.5,10232.6,0.846696
16046.1,63911.3,16454,2396.96,61266.4,2564,8725.9,9222.16,0.850219
10063.4,64042.8,10298,4992.01,65313.7,5009,9419.57,10147.6,0.853742
8424.96,62508.6,8833,3075.01,61988.3,3251,7698.53,6855.08,0.856091
17806.1,71176.5,16395,11913.1,66792.4,11689,8536.33,11196.2,0.856091
13345.9,66411.4,13170,9309.52,65659.6,9292,7854.73,8352.44,0.857265
6522.88,60507.2,7065,2773.26,60765.1,2991,6639.92,6785.04,0.857265
8032,62088.4,8478,3383.15,62053.8,3573,6643.47,6386.56,0.861962
18401.9,72834.2,16558,10374.5,70580.8,9633,6496.5,11128.2,0.863137
30300.8,78024.2,25451,16655.2,72942.7,14964,11195.3,13615,0.864311
11209.6,71720.4,10243,6686.78,67119.7,6529,10244.6,11380.5,0.865485
14784.6,75309,12866,7658.77,69750.6,7196,8550.53,13754.4,0.867834
20176,72309.7,18286,12526.5,68043,12065,8567.57,8230.72,0.871357
14631,74451.4,12879,9617.66,68653,9181,9909.47,12054.4,0.871357
10796.8,70588.5,10024,5963.29,68299.6,5722,11323.8,12091.8,0.876054
7036.8,60631.6,7606,2242.89,61656.9,2384,6297.7,5727.64,0.878403
16650.9,70735.2,15427,8336.82,68014.7,8033,8919.02,11781,0.884275
23930.9,79184.8,19806,13746.3,70996.8,12689,8248.07,10868.4,0.885449
15120,72291.8,13707,10094.1,68587.3,9645,9580.03,11898,0.886623
40457.6,88786.4,29863,28862.9,80943.1,23369,12083.5,15286.4,0.886623
14266.2,70065.4,13344,9815.04,69629.6,9238,9259.11,10271.4,0.886623
8967.68,62661.9,9379,2808.05,62234.8,2957,8314.81,7747.24,0.886623
