"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
23824,71548.4,21822,11313.1,70203.4,10561,9403.24,6732.68,0.638975
16846.1,70369.4,15689,9670.2,67056,9451,6706.66,4855.2,0.644848
17453.4,69487.2,16461,8465.33,67996.6,8159,11440.2,10373.4,0.647197
12230.4,62845.5,12754,2959.28,61295.6,3164,10358.9,7014.2,0.65307
14515.8,72624.6,13099,10189.2,68390,9764,6899.07,6812.24,0.654245
19961.6,66382.7,19707,9682.98,64047.6,9908,6506.44,6579,0.657768
29107.2,80689,23641,17355.2,71466.7,15915,7386.13,5921.44,0.660118
13388.8,65988.4,13297,9000.67,65694.2,8979,6334.62,7025.08,0.661292
21198.1,80990.9,17153,14581.3,70414.7,13571,13023.5,11218,0.664816
9302.4,62335.6,9780,2870.53,62499.4,3010,6534.13,4169.76,0.66599
6803.84,62961.9,7082,2937.27,62236.3,3093,7033.97,5051.04,0.66834
15671,65071.1,15783,6649.15,67486.2,6457,7538.07,7350.12,0.670689
27200.6,75130.5,23727,16018.3,69096,15193,11022,11300.2,0.671863
10941.4,65646.6,10923,6587.38,66417,6500,11961.4,11056.1,0.677736
15728.6,68967.8,14946,10572.6,66266.9,10456,7810.71,10240.1,0.683609
15058.6,62531.9,15782,4037.06,61816.1,4280,9696.47,8872.64,0.685958
16950.4,73576.7,15098,15068.3,66936.8,14753,8280.73,5848.68,0.685958
23783,70073.5,22243,7648.12,67578.2,7417,15958.7,14781.8,0.688308
22938.9,74117.4,20283,13345.9,70099.8,12477,8187.01,8978.72,0.689482
14048,72709.7,12662,7110.65,68772.7,6776,13494.3,11858.5,0.693006
11727.4,62750.2,12248,3985.23,61860.7,4222,10547,6694.6,0.697704
13973.1,68308.4,13406,7183.07,67010.6,7025,6645.6,6504.2,0.701228
15307.5,75433.8,13299,10437.7,68206.8,10029,8258.72,6591.24,0.702403
7475.2,61964.9,7906,2196.03,61398.9,2344,6785.47,4298.28,0.702403
15248,63750.7,15675,5134.01,62112.3,5417,8543.43,8463.96,0.704752
13251.2,68563.9,12666,4898.29,69169.2,4641,12925.5,8701.96,0.708275
19763.8,69824.4,18550,6828.07,68131,6568,8832.4,6662.64,0.708275
47556.5,79451.9,39227,29487.7,73076.5,26445,21714.6,20835.2,0.715323
20969,78824.2,17434,13347.3,69197.7,12641,7005.57,8413.64,0.715323
29006.7,81946,23198,18544.5,76566,15873,9488.44,10990.8,0.717672
14892.8,63766.8,15306,6008.02,62291,6321,7452.87,7293,0.717672
20569,73621.4,18310,10995.1,70644.3,10200,15423.3,13240.3,0.723545
12074.9,63689.3,12425,4607.9,61894.5,4879,6519.93,6236.96,0.734116
13657,63395.8,14118,4612.87,62101.3,4868,9842.73,7697.6,0.735291
15849.6,70321.5,14771,10214.8,67722.3,9885,7225.67,5565.12,0.736466
13289.6,68784.3,12662,5025.38,67877.8,4852,9822.14,8863.12,0.743513
