"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
17731.8,69356.8,16755,6790.44,67869.2,6557,10213.3,7956.68,0.627198
12743.7,63665.9,13118,4701.62,62716.3,4913,6600.16,4300.32,0.631887
11369,63136.7,11801,5349.85,62799.2,5583,9264.79,5718.12,0.640094
20512,112042,11998,5353.4,104169,3368,14095.6,6501.48,0.640094
15691.5,68938.8,14917,10558.4,67739.2,10215,6399.23,4889.2,0.641266
11550.1,62963.4,12022,3451.31,60802.4,3720,8638.57,4118.08,0.643611
24329,84441.4,18882,21512.3,72121.4,19548,7295.96,5371.32,0.651817
21849,81012.4,17675,11271.2,72639.7,10169,15595.1,12839.8,0.654162
6416.64,60812.9,6915,2850.65,61112.3,3057,6646.31,3487.04,0.661196
15525.8,63081,16130,4036.35,61460.6,4304,9631.86,5302.64,0.662368
12477.4,66524.7,12292,5808.51,65474.1,5814,8392.2,6823.12,0.664713
11263.4,63252.4,11670,5496.11,64366.2,5596,7130.53,5936.4,0.672919
11627.5,62635.3,12166,3949.02,61561.1,4204,9980.47,3439.44,0.676436
13227.5,63262,13703,3791.4,61732.5,4025,8284.99,4692,0.677608
11758.1,63094.9,12213,4492.88,61871.3,4759,7046.04,3703.28,0.682298
12896.6,68304,12374,5249.74,68919.7,4992,8210.44,5707.24,0.68347
15353,73771.7,13639,7802.9,69057.5,7405,7155.38,7405.88,0.686987
15070.7,73258.8,13482,10246.7,69595.7,9649,10559.1,6806.8,0.690504
19870.7,68993.2,18875,8823.17,67228.8,8601,14359,10590.3,0.692849
11482.2,62406.7,12058,4455.25,61288.7,4764,7726.22,4383.96,0.692849
10218.9,71078.8,9422,7929.99,69692.9,7457,8811.1,5213.56,0.699883
9427.2,61893.5,9982,2911,62406.1,3057,8079.09,3309.56,0.723329
16066.6,71346.9,14758,11388.4,66877.2,11160,6667.61,3466.64,0.728019
12378.2,69746.4,11631,8418.47,66696.4,8272,6438.28,5083,0.729191
21302.4,75832.4,18410,10415.7,69250.6,9857,11078.8,7314.76,0.73857
13059.8,63939.2,13386,4038.48,62303.6,4248,7570.02,5454.28,0.744431
7514.88,68861.2,7152,4813.09,66588.7,4737,9670.91,7161.76,0.745604
24943.4,71549.4,22847,12097,68914.1,11504,7744.68,5600.48,0.757327
9612.16,64181.6,9815,3222.69,62027.1,3405,10011,4090.88,0.758499
14295,67388.8,13902,4853.56,67836,4689,9616.24,7027.8,0.763189
8152.32,63362.2,8432,2739.18,61519.8,2918,9819.3,4012.68,0.764361
18247.7,65266.6,18323,7342.11,62481.8,7701,10728.1,6066.96,0.767878
10247.7,65771.4,10211,4264.26,66207.7,4221,8069.86,4927.28,0.770223
11178.9,62831.8,11660,3371.08,61471.1,3594,7010.54,3977.32,0.77374
14048,66660.6,13811,8317.65,65635.8,8305,9275.44,6131.56,0.777257
19513.6,71511.7,17883,9215.09,68972.1,8756,9496.25,9795.4,0.777257
11955.2,63673,12305,3380.31,61213.6,3619,8108.91,2703,0.778429
18662.4,69224.5,17668,10159.4,67870.1,9810,9288.93,8956.96,0.779601
9699.2,66055,9623,7763.14,64951.5,7833,9337.92,6781.64,0.793669
9550.72,62336,10041,1850.97,60320.8,2011,9795.16,3804.6,0.806565
10862.1,63180.7,11267,2760.48,60933.3,2969,7658.77,3326.56,0.806565
16714.9,66381.4,16502,7525.29,63751,7736,7375.48,6749.68,0.812427
