"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
10326.2,65290.5,10365,6323.2,68518.1,6048,12658.8,10.24,0.59782
16974.3,66149,16817,7521.8,65265.3,7553,13068.2,39.68,0.604295
24735.2,77602.7,20889,13574.6,73620.1,12084,9234.55,21.12,0.605374
11926.3,71326.8,10958,8326.5,68734.8,7939,7734.35,7.68,0.608611
15898.7,70687.9,14740,8772.4,68637.5,8376,10585.2,-11.52,0.611849
12677.9,71471.8,11625,7718.75,71813.7,7044,16354,4.48,0.614007
11755.7,64454.5,11953,4319.9,63067.3,4489,10407.8,0.64,0.629114
24064.3,75407.9,20914,16446.9,70772.6,15230,8288.15,-9.6,0.629114
9361.53,64215.7,9554,4694.95,67224.9,4577,8230.3,8.32,0.637747
12838.4,71212.6,11815,7186.4,69970,6731,10258.3,0.64,0.642063
14957.7,65181.6,15039,5711.55,63550.4,5890,10525.4,-3.2,0.647459
11534.5,71495.8,10573,7901.4,70974,7296,7517.9,9.6,0.650696
22332.1,75969.7,19265,11662.9,73600.7,10385,13269.8,10.88,0.652854
13934,64069.4,14253,4444.7,64103.8,4544,9339.2,8.96,0.653933
15656.8,73349.5,13989,10464.3,69377,9885,11522.5,0,0.655012
15579.5,76036.7,13428,11505.6,74128.4,10172,12134.8,20.48,0.667962
13577.1,65224.1,13642,4689.75,64800.2,4743,9971,-14.08,0.669041
13854.4,65386.8,13886,6468.8,84332.5,5027,9458.15,50.56,0.674436
9480.12,63598,9769,3726.45,64065.2,3812,6715.15,-38.4,0.675515
11977,65921.3,11907,8009.3,66823.4,7855,11635,7.68,0.678753
21992.8,72897.2,19772,11659,70775.1,10796,13401,23.04,0.692781
15895.8,64472.4,16158,5379.4,64344.7,5479,12756.9,14.08,0.702493
13564.7,64418.5,13800,3691.35,63445.1,3813,12174.5,10.88,0.707888
9397.52,62589,9840,4411.55,63015.5,4588,10366.2,-9.6,0.715442
13029.6,64392.2,13261,6362.2,65807,6336,9302.8,25.6,0.719758
20188.6,67597.3,19573,12783.5,65569.6,12777,13555.7,32,0.719758
13896.9,74767.6,12181,10450,70219.9,9753,12344.1,5.76,0.721917
14962.4,72667.5,13494,8942.7,70457.9,8318,13107.9,3.84,0.721917
7333.11,63746.2,7539,3266.25,63499.5,3371,7193.55,-15.36,0.724075
7741.98,64379.9,7881,3328.65,63636.6,3428,10738,8.96,0.725154
14998.4,67634.6,14533,8581.95,68446.7,8217,10795.8,-17.92,0.725154
16675.8,66153.9,16520,6067.1,64203.7,6193,11904.1,23.04,0.725154
19369.1,64674.9,19627,7166.9,63488.8,7398,8034,42.24,0.727312
