"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
12547.8,70604.9,11647,6924.96,70263.8,6459,73654.6,33,0.957643
13429.1,75824.1,11607,8501.04,70602.5,7891,116402,-15.75,0.957643
18961.9,66933.6,18566,10746.7,67242.4,10474,33284.2,-10.5,0.959484
19155.8,71765.7,17493,9436.32,71009.2,8709,969.12,-20.25,0.959484
20065.3,75250.2,17475,11733.1,72302.9,10635,45946.8,-7.5,0.959484
15648,74985.9,13676,8313.84,71130,7660,133820,5.25,0.959484
24871,79185.2,20584,17134.6,75796.9,14815,81569.5,21.75,0.961326
16239.4,65866,16158,5825.52,67132.3,5687,1429.2,24,0.961326
21452.2,68144.5,20631,9108,66036.3,9039,3327.84,6.75,0.961326
12497.3,65537.5,12497,4961.52,65701.8,4949,87315.1,-3,0.961326
9751.04,72462.2,8819,5536.08,70217.2,5167,62117.3,17.25,0.961326
19301.1,74639.6,16947,14574.2,72694.8,13139,92471,42.75,0.961326
14009.6,66623.1,13781,6834.24,67728.5,6613,63661,16.5,0.963168
16730.2,66998.7,16365,7945.2,68575.9,7593,49389.1,38.25,0.963168
9760.64,73340.2,8722,5292,70120.6,4946,85043.5,14.25,0.965009
10288.6,66163.9,10191,5059.44,66823,4962,93812.4,30.75,0.965009
16417.9,66438.1,16195,5811.12,65267.8,5835,928.8,21,0.965009
18421.8,80841.6,14934,12019,77725.9,10134,153010,39.75,0.965009
14019.8,65600.8,14006,5204.88,64935.7,5253,909.36,4.5,0.965009
13559,71351,12454,8079.12,72789.8,7274,81383.8,-0.75,0.966851
17825.9,77541.4,15066,12547.4,72629.3,11322,140996,15,0.966851
12638.1,65453.5,12654,5770.08,65209.2,5799,50598.7,-4.5,0.968692
10048,65542.5,10047,2992.32,64465.7,3042,15984.7,12,0.968692
32397.4,121256,17510,27123.1,92493.5,19218,213378,62.25,0.968692
8101.12,64004.2,8295,3004.56,63868.6,3083,69369.1,13.5,0.968692
12839.7,75426.8,11156,8238.96,74496.2,7248,81922.3,17.25,0.968692
17206.4,65610,17187,7074,65899.3,7035,25182,42.75,0.970534
16243.8,75936.7,14019,9655.2,72307.5,8751,129292,61.5,0.970534
10078.7,66370.5,9952,4995.36,65527.6,4996,111108,23.25,0.970534
19015,73106.3,17046,11756.9,72456.2,10634,101940,65.25,0.970534
11248,73996.1,9962,7007.76,71148,6455,158332,16.5,0.970534
21513.6,67921.5,20758,9348.48,66724.2,9182,15759.4,27.75,0.972376
9937.92,65096.6,10005,3041.28,65113.8,3061,86463.4,18.75,0.972376
13636.5,66066.4,13527,5215.68,65194.5,5243,116444,7.5,0.972376
7632.64,63664.6,7857,2990.16,65104,3010,75175.9,9.75,0.974217
15213.4,71615.3,13922,11812.3,70568.1,10970,870.48,14.25,0.974217
11616.6,65415.7,11638,4923.36,65714.3,4910,48603.6,-9,0.974217
19585.9,82002.4,15653,12219.8,75146.8,10657,140862,15,0.974217
11865.6,70860.6,10974,6274.8,69569.5,5911,15656.4,-0.75,0.974217
16840.3,75252.1,14666,12588.5,72172,11431,105160,39.75,0.976059
20087,73757.5,17848,13441,68860.8,12792,45152.6,24.75,0.976059
17324.8,75341.6,15070,12465.4,70760.5,11545,109440,12,0.976059
11211.5,69082.2,10636,5335.2,69873.6,5004,40904.6,26.25,0.977901
14693.1,66399.7,14502,5799.6,65644.7,5790,86690.9,1.5,0.977901
16991.4,78066.9,14264,10761.8,71887.5,9811,158478,5.25,0.977901
18569.6,67389,18059,8426.88,65449.6,8438,31485.6,18,0.977901
12948.5,75753.6,11202,6372,71776.5,5818,202842,36.75,0.979742
11559.7,64540.4,11738,4441.68,65947,4414,52340.4,33,0.979742
17194.9,71164.1,15835,9901.44,69879.5,9286,29295.4,26.25,0.979742
17728,66140.4,17566,5806.08,67097,5671,98693.3,41.25,0.979742
8266.24,63420.3,8542,2736.72,64261.5,2791,32846.4,17.25,0.979742
8756.48,63890.5,8982,3087.36,63989,3162,501.84,33,0.979742
12959.4,72720.7,11679,9766.08,70163.3,9122,4520.16,45,0.979742
13221.8,65135.8,13303,5625.36,64917,5679,698.4,15,0.981584
14868.5,69117.7,14098,6842.88,71025.5,6314,132720,20.25,0.981584
11143.7,64945.5,11245,3981.6,65007,4014,74332.1,9,0.981584
13486.7,64870.9,13625,4618.08,64380,4701,38818.1,6.75,0.981584
11184,66547.5,11014,5549.04,68745.1,5290,133086,3,0.981584
7531.52,64996.8,7594,2654.64,65037.2,2675,582.48,24,0.981584
19666.6,72772.2,17711,9360,70719,8674,1267.2,27.75,0.983425
23992.3,86469.5,18184,16608.2,77325.8,14076,25249.7,48.75,0.983425
21777.9,77085.5,18515,15476.4,72827,13927,1516.32,45.75,0.983425
15050.9,67458.2,14622,8449.2,69328.5,7987,66383.3,6.75,0.985267
19231.4,75307.5,16736,10127.5,73420,9040,106615,30,0.985267
8160.64,65070.6,8219,3001.68,65268.1,3014,486,32.25,0.985267
12201.6,66272.5,12066,5410.08,65829,5386,13818.2,29.25,0.985267
21168,69180,20053,11156.4,66510.1,10993,2965.68,51,0.985267
11934.1,72317.3,10815,6179.76,71680.8,5650,3741.84,31.5,0.987109
9553.28,70362.3,8898,6364.8,70293.8,5934,27103.7,24,0.987109
13157.8,73263.1,11770,7838.64,72733,7063,22181,11.25,0.987109
15718.4,76288.3,13503,9751.68,70805,9026,57723.1,-1.5,0.98895
16286.1,72849.9,14651,10112.4,71353,9288,186551,-14.25,0.990792
14725.8,74287.4,12991,7352.64,71344.8,6754,843.84,0.75,0.990792
8994.56,64790.9,9098,3440.16,65103.8,3463,64742.4,32.25,0.992634
16370.6,76490.9,14026,10113.1,71220,9306,50566.3,10.5,0.992634
20983.7,73590.5,18687,14939.3,70360.1,13915,224735,-3.75,0.992634
15323.5,73372,13687,6955.92,72324.8,6303,62514.7,6,0.992634
12780.2,65200.1,12846,4675.68,65615.7,4670,4470.48,21,0.992634
12988.2,68275.6,12467,6037.92,68567.2,5771,73703.5,25.5,0.992634
6263.04,65526,6264,2371.68,66309.9,2344,16536.2,3.75,0.992634
10525.4,75067.5,9189,6107.04,70787.2,5654,29895.8,6.75,0.994475
13729.3,77100.4,11670,7708.32,72812.4,6938,28400.4,22.5,0.994475
20611.8,76620.4,17630,15385,72065.5,13991,3404.16,29.25,0.994475
24637.4,82409,19593,14827.7,75858.5,12810,98340.5,15.75,0.994475
12668.2,65630.1,12650,3614.4,64808,3655,472.32,19.5,0.996317
12076.2,73620.8,10750,8056.08,71202.1,7415,39852,33,0.996317
21895,73202.4,19602,16444.1,70006.5,15394,58875.8,34.5,0.996317
8325.76,64841,8415,3561.84,64358.6,3627,385.92,-14.25,0.996317
19719,67370.8,19182,8408.16,65451.6,8419,17565.1,-15.75,0.996317
13173.1,67399,12809,7220.16,67897.9,6969,64401.8,3,0.996317
10172.2,75030.1,8885,5613.84,72522.9,5073,101094,22.5,0.998158
12300.8,71631.9,11254,7331.04,70841.5,6782,125222,-0.75,0.998158
16323.8,69175.5,15465,6271.2,70848,5801,171946,-4.5,0.998158
17729.3,79593.5,14598,12971.5,72103.6,11790,94619.5,21,0.998158
11061.8,65463.6,11074,3915.36,64699.2,3966,575.28,19.5,0.998158
14574.1,74410,12836,7627.68,71617.1,6980,117888,33.75,0.998158
17776.6,74641.8,15608,10229.8,71933.2,9320,60367,34.5,0.998158
15150.1,72722.2,13653,10470.2,70261.9,9766,75701.5,34.5,0.998158
16828.8,69320.7,15910,6637.68,71523.7,6082,125631,28.5,0.998158
14700.2,65917.9,14615,5582.88,65207.6,5611,92701.4,26.25,1
13817,76725,11802,8464.32,72550.1,7646,104798,8.25,1
10398.7,65071.2,10473,3114,64807.6,3149,112331,-9.75,1
16282.2,75326.3,14166,11031.8,70950.2,10190,69583.7,1.5,1
9223.04,64577,9360,2932.56,64775.3,2967,85111.9,13.5,1.00184
21516.8,75432,18694,12992.4,72812.5,11694,4648.32,36,1.00184
17171.8,67339.3,16712,8338.32,65436.5,8351,1179.36,15.75,1.00184
25941.8,77645.2,21896,15472.8,73188.4,13855,89814.2,36,1.00368
21173.8,68168.8,20356,8344.08,67377.7,8116,84034.8,54,1.00368
13596.2,72477.5,12294,7618.32,70379.8,7094,167404,4.5,1.00368
14271.4,66304.3,14106,5179.68,65042.3,5219,396.72,-6,1.00368
10544,73007,9465,5626.08,72338.8,5097,101686,16.5,1.00368
13829.8,77558.4,11686,10590.5,72020.1,9637,146760,-9.75,1.00552
8610.56,70581.8,7995,5670.72,70519.2,5270,158756,4.5,1.00552
11065,72689.8,9976,6320.16,69449.7,5964,98483.8,-22.5,1.00552
9028.48,64028.8,9241,3295.44,63186.1,3418,36755.3,-31.5,1.00552
14263.7,67723.3,13803,6804,68317.3,6527,17431.2,-25.5,1.00737
21315.2,68678.1,20340,9956.16,68625.1,9508,31057.2,17.25,1.00737
16241.3,76218.3,13965,10565.3,71544.4,9678,80807.8,33,1.00921
10092.2,65060,10166,3962.16,64432.8,4030,50186.2,-15.75,1.00921
12305.3,65124.7,12383,4347.36,65301.1,4363,41868.7,7.5,1.01105
8637.44,73744.6,7676,5650.56,70241.9,5272,24376.3,-0.75,1.01105
7911.68,71685.3,7233,5348.16,69973.5,5009,109473,-1.5,1.01105
19977,79259.6,16518,9560.88,72841.4,8602,19510.6,-18,1.01105
15709.4,73167.1,14071,9676.8,70660.6,8975,117558,33.75,1.01105
14473,65567.5,14466,5214.96,68326.2,5002,107941,18.75,1.01105
13510.4,71734.4,12343,8645.04,70127.7,8079,7902.72,1.5,1.01289
18679.7,73591.3,16635,12832.6,72064.7,11670,85218.5,41.25,1.01473
9388.8,72134.2,8530,5512.32,71029.4,5086,20695,25.5,1.01473
16995.2,71820.8,15508,7500.96,72121.9,6816,1018.08,-7.5,1.01473
10521,73343.4,9401,5677.92,71655.7,5193,42377.8,12.75,1.01473
20580.5,77936.1,17306,11661.1,72212.3,10583,99128.2,42.75,1.01473
20172.8,73557.3,17973,10478.2,72329.5,9494,70556.4,9,1.01473
16771.8,67958.4,16174,8161.2,68412.9,7818,48025.4,13.5,1.01473
10808.3,67441.1,10503,5765.04,66342,5695,94114.8,3.75,1.01473
