"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
22080.6,67661.5,21387,10723,67636.2,10390,21700.8,13.5,0.852486
22349.4,80980.4,18087,17340.5,73702.9,15419,158075,11.25,0.852486
10388.5,64270.7,10593,3499.2,65353,3509,26395.9,12,0.852486
10594.6,64963,10688,4280.4,67955.5,4128,27690.5,5.25,0.854116
13553.3,72360.7,12275,7318.08,74668.8,6423,185866,9,0.854116
14542.7,64720.3,14726,5648.4,65703.5,5634,113859,33.75,0.854116
12825,73214,11480,7778.88,72496.7,7032,86202,10.5,0.854116
22712.3,77143,19295,12998.9,74872.1,11378,113940,36.75,0.854116
15852.8,73215.6,14190,8053.92,72632.7,7267,124290,7.5,0.854116
9820.16,68883,9343,5454,70043.8,5103,86831.3,-3,0.854116
9934.72,63769,10210,4778.64,67581.6,4634,4276.8,-2.25,0.855746
21337,72389,19317,12310.6,73464.3,10982,85318.6,37.5,0.855746
17505.9,68403.8,16772,10239.1,70081.6,9575,51553.4,37.5,0.855746
10151.7,63579.9,10464,3784.32,65995,3758,76851.4,0,0.855746
15250.6,66835.7,14954,8501.76,71231.3,7822,20117.5,16.5,0.855746
15435.5,71835.1,14082,7517.52,72387.3,6806,35191.4,61.5,0.857376
15333.1,73687.1,13637,7930.8,73112,7109,96687.4,13.5,0.857376
11653.1,75360.1,10134,7845.12,73301.6,7014,111722,12,0.857376
13507.2,73200,12093,8850.96,71532.4,8109,85997.5,13.5,0.857376
16494.7,65766.1,16437,5813.28,65901.9,5781,71599.7,1.5,0.859006
15623.7,71050.8,14411,7476.48,71321.5,6870,91758.2,37.5,0.859006
11950.7,77178,10148,7827.84,73370.3,6992,35727.1,17.25,0.859006
8918.4,64661.6,9039,6158.16,68334.1,5906,5027.76,23.25,0.859006
13155.8,70451.1,12238,6862.32,72548.6,6199,88739.3,0.75,0.859006
8970.24,64045.5,9179,2932.56,66226.1,2902,42480,8.25,0.860636
28519.7,71823.6,26023,20351.5,72364.9,18431,217376,62.25,0.860636
13036.2,67180.8,12717,6478.56,69217.3,6134,71043.1,50.25,0.860636
12457,66039.4,12362,3834.72,65943.9,3811,38844.7,23.25,0.862266
15191,64874.2,15346,4724.64,65851.6,4702,60611.8,24,0.862266
12281,65621.3,12265,4203.36,66571.2,4138,78122.2,10.5,0.863896
12954.2,72966.8,11635,6545.52,74074.8,5791,114493,21.75,0.863896
14266.2,66777.5,14001,5952.96,69853.8,5585,67091.8,-1.5,0.863896
17171.2,75429.4,14919,8223.84,76350.4,7059,190508,15,0.863896
11212.2,64745.8,11349,4449.6,66990.4,4353,96526.8,-17.25,0.863896
16757.8,75129.1,14618,10142.6,73028.8,9102,111241,13.5,0.863896
16955.5,78618.7,14134,12201.8,72868.6,10974,144720,27.75,0.865526
14382.1,66818.7,14106,5707.44,67286,5559,116346,-24,0.865526
17034.2,74112.5,15063,8201.52,74332,7231,163965,-18.75,0.865526
21109.1,70693.8,19569,15998.4,71145.5,14737,49697.3,6.75,0.865526
12368.6,65486.4,12378,5303.52,66750.8,5207,64719.4,13.5,0.865526
24703.4,69331.5,23351,16267.7,72098.4,14787,58780.1,53.25,0.865526
15666.6,71469,14366,7385.76,73216.3,6611,115194,28.5,0.867156
8003.2,65866.8,7963,5684.4,68005.3,5478,11098.8,25.5,0.867156
20787.2,77478.8,17583,11635.2,73873.7,10322,180786,6,0.867156
19888.6,74930.8,17395,12684.2,73937.1,11243,145765,30,0.867156
15556.5,67201.2,15171,10496.2,69182,9943,38399,3.75,0.867156
13102.1,70852.2,12119,8796.24,71248.4,8091,88827.8,5.25,0.867156
15047.7,66359.2,14861,6603.84,66644.5,6494,91634.4,12,0.868786
13484.2,72345.3,12215,6593.76,71889.6,6011,71452.1,9,0.868786
10866.6,74190.1,9599,7965.36,72161.7,7234,110787,-3,0.868786
23585.9,78767.2,19624,15177.6,74368.5,13375,153029,39,0.870416
15153.9,71350.5,13919,8022.24,70950.8,7410,52936.6,17.25,0.870416
16357.8,71851.3,14920,12281,72016,11176,76626.7,32.25,0.870416
16608,75214,14471,10123.2,74551.5,8899,124097,17.25,0.872046
12912.6,71053.1,11910,6701.04,72111.6,6090,125216,10.5,0.872046
10046.1,64884.2,10147,4206.24,66026.4,4175,34303,2.25,0.872046
17182.7,66703.4,16882,8382.96,66302.9,8286,34816.3,2.25,0.872046
14427.5,67158.3,14079,6809.04,71673.2,6226,77305.7,-7.5,0.872046
10873,64282.4,11085,3709.44,64965.8,3742,38448.7,-12.75,0.872046
26190.7,82130,20899,19577.5,77184.2,16623,141728,24,0.872046
11685.8,69990.7,10942,6356.88,70718.8,5891,73197.4,26.25,0.873676
14300.2,72700,12891,9075.6,71573.8,8310,90565.2,15,0.873676
17790.7,76384.5,15264,10656,75907.8,9200,22135.7,7.5,0.873676
18818.6,81207.2,15187,12664.1,74777.3,11099,162837,38.25,0.873676
16348.2,72089.4,14862,6402.96,71376.8,5879,127005,12.75,0.873676
13590.4,72482.1,12288,8427.6,69877.4,7904,174812,37.5,0.873676
14408.3,75923.8,12437,8860.32,75362.8,7705,115219,16.5,0.875306
17235.8,78105.9,14462,11756.9,73012.3,10553,134136,42.75,0.875306
9267.2,64844.7,9366,3667.68,65925.7,3646,74234.9,10.5,0.875306
19749.1,75950.8,17041,9956.88,74926.4,8709,153069,37.5,0.875306
12584.3,64898.2,12708,3904.56,66361.3,3856,24640.6,14.25,0.875306
23404.8,68607.5,22357,10602.7,67246.7,10333,32333,54.75,0.875306
7404.8,63752.1,7612,2878.56,66425.8,2840,72730.1,7.5,0.875306
8489.6,62952.5,8838,2985.12,65167.5,3002,3461.76,33,0.875306
14618.2,74415.2,12874,9030.24,71104.9,8323,127014,44.25,0.875306
13275.5,74297.6,11710,8912.16,72366.2,8071,60158.9,48.75,0.875306
23003.5,78201,19278,12487.7,74494.1,10986,186478,15,0.876936
17304.3,65389.8,17343,6636.24,65796.2,6610,65550.2,8.25,0.876936
20590.7,73699.2,18310,9289.44,75029.9,8114,87430.3,60.75,0.876936
17132.2,81195.6,13828,11780.6,77796.9,9924,174221,5.25,0.876936
7808.64,61663.7,8299,2864.16,65040.1,2886,49888.1,6.75,0.876936
10939.5,71187.8,10071,5279.76,71981.4,4807,99295.2,10.5,0.876936
13856,70892.9,12809,10147,71836.6,9257,62799.8,48.75,0.876936
14610.6,75329.8,12711,6177.6,72671.9,5571,12103.2,25.5,0.876936
12579.2,66477.7,12401,5705.28,69744.7,5361,49083.8,25.5,0.878566
25553.3,74096.7,22601,18735.1,73237.4,16765,145328,20.25,0.878566
10920.3,64737.6,11055,3942,66412.1,3890,69387.8,7.5,0.878566
16908.2,65762.2,16850,7237.44,66861.1,7094,21613.7,-21.75,0.878566
11697.9,64352.8,11913,4158.72,66071.7,4125,53233.9,35.25,0.878566
13658.2,65417.4,13683,5638.32,65808.2,5615,19030.3,6,0.878566
11829.1,68769,11273,6995.52,72028,6365,38481.1,6.75,0.878566
17909.8,77617.6,15122,12507.8,73941.4,11086,43920.7,26.25,0.878566
13075.2,64355.7,13315,4347.36,65783.6,4331,106232,-1.5,0.880196
15994.9,72638.1,14431,9555.84,71958.1,8703,57770.6,20.25,0.880196
12129.9,65132.9,12205,5545.44,65957.5,5510,85148.6,-3,0.880196
16351.4,76357.6,14034,10714.3,74938.5,9370,142242,20.25,0.881826
11664,64940.3,11771,4050.72,66267.6,4006,27640.1,-12.75,0.881826
10218.2,70617.2,9483,7067.52,71588.4,6470,134878,21.75,0.881826
20885.8,67086.7,20403,8048.88,68019.5,7755,45280.8,19.5,0.881826
12444.2,65295.5,12490,4698.72,65868.5,4675,61065.4,36.75,0.881826
14202.2,66241.4,14051,6771.6,68369.1,6491,24666.5,18.75,0.881826
11690.2,76414.5,10026,7794.72,73873.4,6915,43774.6,30.75,0.881826
14404.5,66592.3,14176,6773.76,66816,6644,119141,24.75,0.881826
20017.9,73507.8,17847,10682.6,71797.5,9751,96858,58.5,0.883456
15207,73199.3,13615,8838,72527.8,7986,107775,19.5,0.883456
19132.2,76669,16354,11314.8,74765.8,9918,89537.8,39.75,0.883456
13654.4,65880.5,13583,4422.24,65598.9,4418,28391,-2.25,0.883456
11708.2,67837.1,11311,8674.56,70480.5,8066,11859.8,54.75,0.883456
19293.4,72734.4,17384,11624.4,73848.1,10316,62586,25.5,0.883456
26144,75725.9,22626,17909.3,71874,16330,40005.4,68.25,0.885086
9441.28,64271.7,9627,4052.88,66302.9,4006,66492,-1.5,0.885086
20074.2,77997.6,16867,11817.4,76024.6,10187,116387,52.5,0.885086
11759.4,69818.9,11038,6429.6,71918.5,5859,122685,32.25,0.885086
21170.6,76132.2,18224,15580.1,74638.6,13680,71836.6,31.5,0.885086
16537.6,72738.8,14900,7673.76,72392,6947,204967,28.5,0.885086
9707.52,63836.2,9966,3341.52,66060.3,3315,76035.6,4.5,0.885086
15664.6,68622.9,14960,5983.92,70838.6,5536,103308,20.25,0.886716
13432.3,74136.8,11874,8202.24,72660.5,7398,128346,38.25,0.886716
11269.8,71297.9,10359,7521.84,71040.7,6939,35802,-4.5,0.886716
16807.7,66351.9,16601,6582.96,66321.4,6505,36380.2,-15,0.886716
14680.3,65905.6,14598,6523.2,68400.7,6250,99275.8,15,0.886716
7991.04,62718.7,8350,3154.32,65294.2,3166,84239.3,-20.25,0.888346
19901.4,77662.3,16794,13297.7,73585.8,11843,141978,15,0.888346
12701.4,77288.9,10770,8336.16,74006.9,7382,179958,7.5,0.888346
10572.2,64614.1,10723,3818.88,65533.9,3819,64488.2,3.75,0.888346
15258.2,67360.3,14845,7557.12,67946.7,7289,46808.6,21,0.888346
16666.2,74959.8,14571,10939.7,72697.5,9862,92088.7,15.75,0.888346
8773.12,66669.2,8624,6388.56,70485,5940,23410.1,21.75,0.888346
10538.2,64310.8,10739,3473.28,65353.1,3483,5891.04,19.5,0.888346
12796.2,70311.8,11927,6238.8,71442.6,5723,31341.6,10.5,0.889975
14689.3,73425.1,13111,11568.2,71637.2,10583,81692.6,19.5,0.889975
14163.2,70158.7,13230,9145.44,70595.5,8490,60263.3,-2.25,0.889975
13489.9,65101.3,13580,5690.88,68457.7,5448,5849.28,27,0.889975
12002.6,65446.4,12019,4510.8,66060.3,4475,98689,-3.75,0.889975
13877.8,74849.2,12151,7857.36,72537,7099,51613.9,9,0.889975
17898.2,80302.5,14607,9869.76,74458.9,8687,144819,15.75,0.889975
25362.6,91192.2,18227,14149.4,105005,8831,69609.6,30,0.891606
12375.7,75891.5,10687,6893.28,73889.1,6114,171823,3,0.891606
20873,73135.7,18704,14000.4,71749.3,12788,102451,16.5,0.891606
18199.7,72581.6,16433,10124.6,72811.2,9113,116955,-16.5,0.891606
10122.2,64599.4,10269,3697.2,65610.5,3693,47383.2,-8.25,0.891606
9610.24,63502.4,9918,3632.4,65202.1,3651,12466.8,-6,0.891606
21796.5,78802.6,18127,13395.6,74944,11714,226444,14.25,0.893236
15713.3,67122,15342,8210.16,66740.4,8062,5685.12,37.5,0.893236
16371.2,74213.4,14457,7970.4,73725.9,7085,25786.1,-11.25,0.893236
14138.9,64661.9,14330,4157.28,65635.2,4151,3228.48,-12.75,0.893236
12593.9,71876.3,11483,8290.8,71286.5,7622,5106.96,4.5,0.893236
17795.2,73370.6,15895,13322.2,71546.4,12203,34495.9,14.25,0.894866
16716.8,67298.5,16279,6384.96,66769.6,6267,124354,6.75,0.894866
9713.92,64861.1,9815,3407.76,65627.7,3403,68181.1,-0.75,0.894866
12886.4,73513.5,11488,7352.64,74178.4,6496,28306.8,10.5,0.894866
14933.1,80125.8,12214,9169.92,74431.5,8074,65635.9,12,0.894866
22654.7,71926.2,20642,14677.2,72463.8,13274,137185,48,0.894866
15715.2,69223.8,14878,8933.76,69891.7,8377,71282.2,16.5,0.896496
13461.8,78693.2,11211,10365.1,71966.2,9439,156471,26.25,0.896496
11600,70869.5,10727,6148.8,70559.9,5711,112388,35.25,0.896496
11306.2,72615.2,10204,5909.76,71457.9,5420,91072.8,27,0.896496
6376.96,62647.3,6671,2553.84,64921.8,2578,72990,25.5,0.896496
10209.9,65228.8,10258,4171.68,65499.6,4174,22798.8,12.75,0.896496
11738.9,72536.2,10606,8099.28,71583.9,7415,30042.7,28.5,0.896496
10035.8,63467,10363,3594.96,65172.7,3615,30226.3,6.75,0.896496
16408.3,66613.1,16143,5911.2,66165.1,5855,27784.1,6.75,0.896496
11475.8,64622.8,11638,3234.96,64992.8,3262,73334.9,12,0.898125
19654.4,70271.2,18330,11134.1,69852.9,10446,121388,52.5,0.898125
14448,65704.3,14411,6074.64,66285,6006,40840.6,6.75,0.898125
16649,75150.2,14519,9808.56,72201.9,8903,88750.1,1.5,0.898125
17143.7,65466,17162,4752.72,65628.8,4746,108730,4.5,0.898125
11868.8,73735.3,10549,7871.76,71442.1,7221,96280.6,21,0.898125
12760.3,65292,12808,3828.24,65746.2,3816,28158.5,44.25,0.898125
15317.1,71243.6,14090,7611.84,71478.7,6979,88138.8,-10.5,0.898125
16068.5,65582.9,16057,6887.52,66447.9,6793,37455.8,33,0.898125
12384,65209.5,12446,4057.92,65843,4039,47714.4,31.5,0.898125
16779.5,71171,15451,11061.4,72332.6,10022,91851.8,54,0.898125
18990.7,74258.7,16760,9830.16,72190.7,8924,110516,24,0.899755
14542.1,64893.8,14686,4318.56,65956.9,4291,29044.8,15.75,0.899755
7126.4,62521.5,7470,2671.92,64424.9,2718,65835.4,36,0.899755
11238.4,63961.8,11515,4133.52,65025.1,4166,45442.8,9.75,0.899755
15881.6,71445.4,14568,8068.32,71580.5,7387,150302,24.75,0.899755
15457.9,74472.6,13603,11090.2,71543,10159,101367,48.75,0.899755
13758.7,65043,13863,5267.52,65742.2,5251,73157.8,18,0.899755
9459.84,64058.7,9678,3359.52,64774.8,3399,36264.2,-18.75,0.899755
12460.2,70256.3,11623,6312.24,71091.1,5819,38550.2,7.5,0.901385
10570.9,64558.1,10731,3100.32,64997.6,3126,74848.3,-3,0.901385
19697.3,67944.7,18999,9084.24,66098,9007,35601.8,0.75,0.901385
14660.5,70053.9,13715,7470,70836.9,6911,103523,3.75,0.901385
10979.8,65220.2,11033,3566.88,64753.2,3610,53999.3,15,0.903015
10021.8,67032.7,9798,6175.44,69898.7,5790,94742.6,28.5,0.903015
23642.2,70898.6,21854,11663.3,71987.6,10618,206653,54,0.903015
17921.3,74222,15824,12998.9,73949.2,11520,87964.6,42,0.903015
15766.4,73710,14018,8208.72,72326.8,7438,92617.2,16.5,0.903015
18563.8,76429.2,15918,11509.2,72144.1,10455,51505.2,30,0.903015
12113.9,75165.5,10562,7938,71166.2,7310,9906.48,40.5,0.903015
12931.8,64546.9,13130,4092.48,64924.9,4131,69310.8,4.5,0.903015
17222.4,65974.2,17108,5551.2,66098,5504,52763.8,12,0.904645
8732.16,63819.7,8967,3328.56,64787.8,3367,74385.4,4.5,0.904645
13081.6,72808.1,11775,5994,70932.2,5538,86167.4,-17.25,0.904645
16046.1,73905.1,14229,8803.44,73533.3,7846,8346.24,11.25,0.904645
14762.2,65307,14814,4274.64,64983.3,4311,71519.8,-2.25,0.904645
16969,73114.9,15210,12998.9,72992.4,11671,91234.8,-0.75,0.906275
17535.4,73506.3,15634,9102.96,72699.4,8206,126348,21,0.906275
20382.1,67960.3,19655,12633.8,69419.9,11927,35578.1,6.75,0.906275
11983.4,70529.1,11135,6535.44,71743.1,5970,35812.8,11.25,0.906275
23891.2,75120.4,20843,14317.2,74615.7,12575,75605.8,41.25,0.906275
12462.1,69715.3,11715,6708.96,70744.7,6215,7756.56,13.5,0.906275
18651.5,75032,16291,10629.4,73707.1,9451,84559.7,30.75,0.906275
15520.6,79255.2,12834,10836,73165.9,9706,23864.4,47.25,0.906275
20618.2,72795.9,18562,11774.9,72458.1,10650,81821.5,27,0.906275
20853.1,66642.1,20507,8681.76,67429.2,8438,21024.7,42.75,0.907905
20858.2,72575.8,18835,15302.9,67712.5,14811,5464.8,20.25,0.907905
13655.7,64593.2,13855,5727.6,64818.5,5791,26411,20.25,0.907905
14959.4,73020.8,13426,7860.24,71685,7186,146311,0.75,0.907905
19742.1,72260.1,17905,9096.48,73191.8,8145,157888,15,0.907905
9913.6,66875.7,9715,6393.6,70457.5,5947,84679.2,15,0.909535
7813.76,69633.2,7354,6397.2,71899.7,5831,77701.7,27,0.909535
12498.6,65413.3,12522,4040.64,65562.6,4039,64347.1,9.75,0.909535
18014.7,77240,15285,10692.7,72265.5,9697,163408,42,0.909535
15470.1,74558.5,13598,11301.1,70684.3,10478,60548.4,28.5,0.911165
14414.7,64673.3,14607,5063.76,65818.8,5042,111426,42,0.911165
15457.9,75702.5,13382,10996.6,72545.9,9934,165057,46.5,0.911165
15249.3,77047,12971,10830.2,72916.6,9734,7496.64,33,0.911165
23010.6,73261.8,20584,11935.4,74212.6,10540,13152.2,17.25,0.911165
