"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
21854.7,74964.5,19106,14643.8,69543,13800,9937.16,1077.8,0.627131
17580.8,75925.9,15175,11333,69614.8,10669,9625.47,1759.84,0.634165
14229.8,64698.3,14414,5118.39,62337.6,5381,6297.7,1139,0.635337
14265,65771,14214,8015.9,66801.9,7864,9722.03,1593.24,0.636509
14668.8,67122.9,14322,8400.72,67635.1,8140,7056.69,1179.8,0.636509
15627.5,71589.9,14306,14903.6,67715.1,14424,7136.21,976.48,0.638853
14390.4,65319.9,14438,6790.44,62257.7,7148,8579.64,1444.32,0.638853
8919.04,63075.2,9267,3130.39,60894.4,3369,7185.2,948.6,0.638853
13695.4,67514.6,13294,6062.69,66979.8,5932,8907.66,2020.96,0.650575
17847.7,75883.3,15414,10498.8,69527.8,9896,12977.4,1725.84,0.651748
26293.1,71425.7,24125,12515.9,68541.9,11967,9354.25,1179.12,0.65292
14370.6,64041.1,14706,4793.21,62376.5,5036,6955.16,1155.32,0.657609
11543,63720.1,11872,4940.18,62963.8,5142,9337.21,1098.2,0.662298
11959,73439.6,10672,10112.5,67889.2,9762,7355.6,1135.6,0.66347
16629.1,72600.5,15011,7800.06,68112.6,7505,11379.9,1549.72,0.670503
20487,72270.4,18578,11024.2,69150.1,10448,9163.26,1099.56,0.671675
17701.8,72510.9,15999,9980.47,68020,9616,9058.89,2040.68,0.672847
20871,67642.8,20221,11084.5,64065.2,11339,9022.68,2133.16,0.678708
9213.44,62727.2,9626,3163.05,61311.3,3381,8089.03,1147.16,0.678708
18465.9,65295.3,18534,8637.15,64235.6,8812,9722.74,2031.16,0.682225
24984.3,78772.9,20786,15590.9,71452.1,14300,13098.1,2483.36,0.686914
8394.24,62351.2,8823,3105.54,62411.7,3261,10387.3,1066.92,0.686914
10497.3,63166.8,10891,3490.36,62362.1,3668,8338.24,849.32,0.686914
18745.6,71779.8,17115,10689,68705.1,10196,8024.42,1378.36,0.689258
18858.2,79315.5,15582,12234,70152.1,11429,7454.29,1742.84,0.691603
9104.64,64138.6,9303,3793.53,64324.1,3865,10001.8,1064.88,0.692775
8313.6,63118.6,8632,3440.66,61642.2,3658,9518.26,1268.2,0.692775
10682.2,64038.7,10932,4264.26,62575.6,4466,6588.09,1052.64,0.692775
9052.8,70361,8432,5907.91,66640.4,5810,6546.91,1557.2,0.695119
7248,62214.1,7635,2957.86,61558.1,3149,8165.71,1026.12,0.696292
12755.8,71212.8,11739,5901.52,67793.5,5705,7114.2,1475.6,0.703325
26691.2,76146.4,22972,15259.3,74065.7,13502,7881,1517.76,0.704497
12675.2,71573.5,11606,8390.78,69926,7864,12553.5,2381.36,0.706841
33321,92687.7,23560,25405.9,81450.1,20442,8197.66,3397.28,0.708014
13589.8,67481.3,13198,7381.87,66443.9,7281,8452.55,1421.2,0.712702
9705.6,70997.5,8959,7333.59,68580.8,7008,8084.06,1583.72,0.713875
7281.28,62044.7,7691,2416.84,62040.7,2553,7893.78,922.76,0.715047
11475.8,68664.4,10953,6436.15,67477.1,6251,12792.8,1779.56,0.716219
15081.6,75208.3,13142,8479.53,68471.5,8116,9775.28,1754.4,0.718563
26202.9,74942.5,22914,15981.4,70217,14916,17774.1,2494.92,0.72208
9365.12,63859.4,9611,3094.18,62975.2,3220,9802.97,1160.08,0.72208
9193.6,66752.9,9026,4274.2,65692.8,4264,12871.6,1712.24,0.726769
13543,65847.4,13479,5531.61,66529.6,5449,13213.8,1708.84,0.727941
16924.8,71101.5,15600,9849.83,69997.7,9222,8371.61,1311.04,0.727941
8493.44,66685.8,8347,5189.39,67092.5,5069,8728.74,1427.32,0.731458
14121.6,64909,14258,7088.64,63708.3,7292,6311.19,1362.72,0.73263
7616,70517.4,7078,5249.03,67770,5076,8084.77,1454.52,0.737319
