Params: 	16
Performance: 	0.8602473505837258
Term	Coefficient	Standard Error	p-value	95% CI lower	95% CI upper
Intercept	8.692887551679288
1	0.000202281713725036	0.0015082922096244131	0.8933140469005342	-0.004255331152388251	0.004659894579838323
2	-0.015336243181300264	0.0015082861368312932	3.0136276296628108e-24	-0.019793838099856326	-0.010878648262744203
3	-0.0029705816142673184	0.0015082902057675345	0.04890448367916133	-0.007428188558173922	0.001487025329639285
4	0.045248903505542754	0.0015086265729996804	8.426194373252189e-195	0.04079030246056463	0.04970750455052088
5	-0.1378753526531459	0.0015085282367320483	0.0	-0.14233366307472295	-0.13341704223156886
6	0.06609380298775215	0.001508303760540584	0.0	0.06163615598401473	0.07055144999148957
7	-0.1064278265165298	0.0015084071958727575	0.0	-0.11088577921346418	-0.10196987381959541
8	0.139775036591592	0.0015087261554949723	0.0	0.13531614124010655	0.14423393194307743
9	0.007815685777420485	0.0015083197926159715	2.212595375743441e-07	0.003357991392422945	0.012273380162418024
10	0.00704609088334043	0.0015252743343025946	3.861408392011703e-06	0.0025382889776124316	0.011553892789068428
11	-0.053924977956783034	0.0015252425343099307	2.391131162112574e-268	-0.05843268588068474	-0.04941727003288133
12	-0.11919505272639966	0.0015213325525900946	0.0	-0.1236912050745917	-0.11469890037820761
13	0.17638180652139346	0.0015262002288095238	0.0	0.1718712682233136	0.1808923448194733
14	0.5521564701446907	0.0015091876934607517	0.0	0.5476962107620439	0.5566167295273375
15	-0.1676122655500289	0.001509180308471562	0.0	-0.172072503107049	-0.1631520279930088
