,variant,ACE2_log10Kd,ACE2_stelog10Kd,fdl_x,fdl_y
0,000000000000000,-8.956319200928672,0.06977286665950011,27.870040893554688,-0.4404870867729187
1,000000000000001,-7.994990101123871,,9.377593040466309,-32.762367248535156
2,000000000000010,-9.210981835397742,0.06542103977533298,-18.459590911865234,11.125019073486328
3,000000000000011,-8.99342237101223,0.04465443648268242,-21.76093101501465,10.54952621459961
4,000000000000100,-8.763054222644305,0.011797896660176832,25.23316764831543,-0.42435967922210693
5,000000000000101,-8.3655884110884,0.02311847738096251,30.69777488708496,-8.734635353088379
6,000000000000110,-9.51031022786412,0.019643757218081426,4.416961669921875,19.63865852355957
7,000000000000111,-9.278803074962825,0.04056535104367942,1.3954850435256958,20.639785766601562
8,000000000001000,-8.019693600677494,0.008766766131962811,23.928489685058594,-24.856725692749023
10,000000000001010,-9.155047728901122,0.05628383484692634,-20.341289520263672,8.80963134765625
11,000000000001011,-8.920030052484186,0.12020039823195194,-23.025550842285156,10.190752029418945
12,000000000001100,-8.403995476989,0.03971264847011025,30.105308532714844,-9.568565368652344
13,000000000001101,-8.2923355251793,0.02092492683354497,30.230894088745117,-8.527473449707031
14,000000000001110,-9.513564963748275,0.03443277550255619,4.278692245483398,20.36153221130371
15,000000000001111,-9.291601736871376,0.04076572891123487,1.6211861371994019,20.808483123779297
16,000000000010000,-8.741776363918264,0.01586545256196814,32.03044509887695,-0.16983650624752045
17,000000000010001,-7.803154297922714,,1.8474711179733276,-37.00299835205078
18,000000000010010,-9.237088846056322,0.08408434387282783,-17.53029441833496,11.457199096679688
19,000000000010011,-9.0365081870289,0.0674835862222416,-21.417972564697266,10.986671447753906
20,000000000010100,-8.58984871983927,0.057685465005964616,28.153797149658203,-3.7567646503448486
21,000000000010101,-8.102284409945126,0.02843044850932408,26.735431671142578,-14.627242088317871
22,000000000010110,-9.49166687733607,0.005091605817693079,4.012317180633545,19.941328048706055
23,000000000010111,-9.315786682371504,0.05577612330422621,1.0827343463897705,21.509286880493164
24,000000000011000,-7.9213823867570925,0.06860582830241979,26.279706954956055,-25.19423484802246
26,000000000011010,-9.129634345063987,0.044055290473411717,-20.57292366027832,9.150750160217285
27,000000000011011,-8.994571550092495,0.0257420313844694,-22.052539825439453,10.599808692932129
28,000000000011100,-8.062960900021247,0.13979451074211235,27.80722427368164,-17.471755981445312
29,000000000011101,-7.937266407574068,0.11360963690033987,29.546327590942383,-16.958209991455078
30,000000000011110,-9.463207309419786,0.093828040644504,3.557772159576416,20.9054012298584
31,000000000011111,-9.324007084605585,0.03864175751074049,1.241796851158142,21.214767456054688
36,000000000100100,-8.718005712572985,0.05254423909511452,26.25150489807129,0.01602374017238617
37,000000000100101,-8.204780716443782,0.06628225781423236,30.82315444946289,-8.309830665588379
38,000000000100110,-9.468267206811003,0.07861090847111196,5.373243808746338,20.73255729675293
39,000000000100111,-9.238123419321953,0.08061926731827551,3.4629464149475098,21.188703536987305
40,000000000101000,-7.899694111374406,0.016678701850348254,23.203609466552734,-24.081588745117188
42,000000000101010,-9.072051151840423,0.037369194962455936,-21.029563903808594,7.621204376220703
43,000000000101011,-8.740797153212597,0.029071426893027663,-23.212574005126953,9.188886642456055
44,000000000101100,-8.093047936850423,0.09124182559654326,28.741100311279297,-12.21796989440918
45,000000000101101,-8.104966264208674,0.10274637576234637,29.959613800048828,-11.13204574584961
46,000000000101110,-9.409884379042394,0.07753513635408638,4.831730842590332,20.958358764648438
47,000000000101111,-9.267450679515012,0.052076986882416236,3.7592663764953613,20.593036651611328
48,000000000110000,-8.471129347948828,0.11221944917532588,30.450496673583984,-5.6535773277282715
49,000000000110001,-7.627582723437714,,2.8653178215026855,-36.84733200073242
50,000000000110010,-9.208857448069132,0.0918806574727462,-17.34823226928711,11.149481773376465
51,000000000110011,-8.998678335470494,0.0029233228062883754,-21.097070693969727,10.74680233001709
52,000000000110100,-8.165781401759109,0.07842147446659986,30.26095199584961,-7.139729022979736
53,000000000110101,-7.907643645787258,0.14242152190677834,30.792587280273438,-14.628701210021973
54,000000000110110,-9.46592263506385,0.06464924530645533,5.133695602416992,20.79431915283203
55,000000000110111,-9.283232428312065,0.07794515913679856,2.9451467990875244,21.25909996032715
56,000000000111000,-7.775034556658857,0.018957644159312448,26.602689743041992,-23.641399383544922
58,000000000111010,-9.125867398767694,0.059321485374725924,-20.528343200683594,9.117025375366211
59,000000000111011,-8.785568783894782,0.008421343902994316,-23.119840621948242,9.799416542053223
60,000000000111100,-7.842954377236593,,26.796432495117188,-20.180469512939453
61,000000000111101,-7.507010260136,,27.37214469909668,-18.77051544189453
62,000000000111110,-9.390750625236642,0.05106935189040573,4.093166828155518,21.122894287109375
63,000000000111111,-9.267257585068666,0.09727125001447057,3.7369651794433594,20.490922927856445
64,000000001000000,-8.917669825266202,0.0109245023985709,25.89626693725586,-1.2123301029205322
65,000000001000001,-7.906191787378056,0.04761267226142829,8.896589279174805,-33.576927185058594
66,000000001000010,-9.279252200301725,0.08779437189713057,-18.091320037841797,11.275117874145508
67,000000001000011,-9.020154060358283,0.06408027672961669,-22.444120407104492,10.728632926940918
68,000000001000100,-8.806883115566613,0.056549392441971776,16.090850830078125,1.6090419292449951
69,000000001000101,-8.344567651209402,0.005739657384952857,30.39638900756836,-7.946021556854248
70,000000001000110,-9.441836071676056,0.047350241152043886,3.5691351890563965,19.731473922729492
71,000000001000111,-9.339209169054527,0.02946897052725195,1.444275140762329,21.47304916381836
72,000000001001000,-8.076673578763058,0.0026273359513568906,23.733842849731445,-24.915430068969727
73,000000001001001,-7.3990174998995055,,0.2658516466617584,-35.603729248046875
74,000000001001010,-9.180652308548565,0.06814811498072793,-20.5661678314209,8.8685302734375
75,000000001001011,-9.004168426215006,0.05937626406963581,-22.856382369995117,10.43382740020752
76,000000001001100,-8.410663008083041,0.0005198602354568038,30.083831787109375,-9.515305519104004
77,000000001001101,-8.30819715897321,0.06263429885237493,30.737693786621094,-6.061446189880371
78,000000001001110,-9.501521558898697,0.04445612552202327,4.102137565612793,20.040327072143555
79,000000001001111,-9.316881302891938,0.05350161674975595,2.17610502243042,21.317138671875
80,000000001010000,-8.699484915291624,0.0014928325839962395,30.599668502807617,-1.1974642276763916
81,000000001010001,-7.796073832209876,,3.5637717247009277,-36.161312103271484
82,000000001010010,-9.372660973347934,0.05432764375480481,-16.65285301208496,11.332332611083984
83,000000001010011,-9.051288760839103,0.05802216819208539,-21.637027740478516,11.009795188903809
84,000000001010100,-8.585461501822712,0.001508638689250219,27.934253692626953,-3.5662474632263184
85,000000001010101,-8.128475433909014,0.09212341219903576,28.260799407958984,-14.824126243591309
86,000000001010110,-9.5619221443717,0.002711465358602005,3.7910609245300293,18.849506378173828
87,000000001010111,-9.317785451725054,0.05307525377473698,1.1701236963272095,21.640748977661133
88,000000001011000,-7.881358166132731,0.007801734224833989,26.093692779541016,-23.378782272338867
90,000000001011010,-9.186358284252524,0.06084766651557505,-20.596952438354492,9.273463249206543
91,000000001011011,-9.071523582406003,0.056891537848401626,-22.254409790039062,10.603224754333496
92,000000001011100,-8.096693806146671,0.20050257113603154,27.383621215820312,-17.158933639526367
93,000000001011101,-7.939995300087061,0.05433616764239213,29.137191772460938,-17.08609390258789
94,000000001011110,-9.47287283611875,0.04991599148575698,3.7849340438842773,20.99649429321289
95,000000001011111,-9.300140373622176,0.06245760528294664,1.4835926294326782,21.488645553588867
100,000000001100100,-8.777371361357815,0.05103927663535402,25.971105575561523,0.694670557975769
101,000000001100101,-8.31898746502194,0.03463387819017605,31.347213745117188,-8.122957229614258
102,000000001100110,-9.491647420007276,0.017249453100625978,5.3980488777160645,20.370737075805664
103,000000001100111,-9.284953277362508,0.06066677656682716,3.395655632019043,21.8236026763916
104,000000001101000,-7.9263279805332285,0.01313916834119988,24.38614845275879,-23.940284729003906
106,000000001101010,-9.117424089159648,0.06952898526608209,-20.974449157714844,7.844306468963623
107,000000001101011,-8.907829973460725,0.030423764454649668,-23.280017852783203,9.255584716796875
108,000000001101100,-8.10021609554055,0.09280504033116443,28.265884399414062,-12.356467247009277
109,000000001101101,-8.046271819683819,0.08345359783241202,29.887968063354492,-10.90339183807373
110,000000001101110,-9.477642202353243,0.02016108702531927,4.9957146644592285,20.75968360900879
111,000000001101111,-9.314094496378424,0.07176898971139599,2.529714584350586,21.354873657226562
112,000000001110000,-8.504240600545378,0.0892463082948467,30.440853118896484,-5.070311546325684
113,000000001110001,-7.7120111988780895,0.05458311470075694,2.7909138202667236,-36.57400894165039
114,000000001110010,-9.228155470008193,0.10217851678704903,-17.279550552368164,11.249974250793457
115,000000001110011,-9.021953362340874,0.015779352728174878,-22.124881744384766,11.29871654510498
116,000000001110100,-8.209539345498428,0.08097615252008783,30.11488151550293,-6.927408695220947
117,000000001110101,-7.997711629475344,0.08424893833423441,30.28838348388672,-14.91059398651123
118,000000001110110,-9.543931962226225,0.047038949614231385,4.491737365722656,19.83759880065918
119,000000001110111,-9.33691948515074,0.09572919386679413,2.4957284927368164,21.897146224975586
120,000000001111000,-7.647872083017621,0.07499252533163102,26.11338996887207,-23.408727645874023
122,000000001111010,-9.181694539139784,0.04777454726934138,-20.671342849731445,9.258332252502441
123,000000001111011,-8.931009274643001,0.02559062633512976,-22.3931884765625,9.798851013183594
124,000000001111100,-7.828915318037717,0.05373988491880777,26.722028732299805,-19.638107299804688
125,000000001111101,-7.819675969853227,,27.06659698486328,-19.132917404174805
126,000000001111110,-9.471512027128536,0.02927390963737508,4.0623555183410645,21.256032943725586
127,000000001111111,-9.290039256021737,0.077366662116229,2.438523292541504,21.04823112487793
128,000000010000000,-9.073925290409257,0.07704894520553207,12.138998031616211,-4.749501705169678
129,000000010000001,-8.575113592180234,0.02349138099867698,5.516721725463867,-18.906152725219727
130,000000010000010,-9.35174946279369,0.016785734647694284,-13.927780151367188,6.165014743804932
131,000000010000011,-9.16308402472944,0.09097312052632313,-10.239154815673828,2.6012325286865234
132,000000010000100,-8.959899052967582,0.05505170255686487,19.45144271850586,-5.0969624519348145
133,000000010000101,-8.756736151283079,0.010005251219964428,18.452547073364258,-10.984491348266602
134,000000010000110,-9.641660518644882,0.023869700065799467,3.489400625228882,13.346853256225586
135,000000010000111,-9.469395527529526,0.02627683109870293,0.7718055844306946,16.82854652404785
136,000000010001000,-8.706712469174331,0.0001481223167738577,8.596501350402832,-17.285978317260742
137,000000010001001,-7.7926715327359295,0.0006143440325319105,-11.299568176269531,-34.7999382019043
138,000000010001010,-9.281464072399078,0.06642146300013517,-16.30632781982422,4.496525764465332
139,000000010001011,-9.079021874868053,0.11116006192541672,-16.94227409362793,4.635764122009277
140,000000010001100,-8.803827270167806,0.04641820503903027,18.22024917602539,-12.212496757507324
141,000000010001101,-8.7910702053647,0.039233292674279774,18.71204376220703,-11.748725891113281
142,000000010001110,-9.633037075535988,0.043972119617432526,3.2401485443115234,14.095328330993652
143,000000010001111,-9.468932130598926,0.01804351024050632,0.7864059805870056,16.87385368347168
144,000000010010000,-8.997895005454874,0.024164135129336014,14.390118598937988,-5.980210304260254
145,000000010010001,-8.082930783191768,0.13269759538290282,-1.0149929523468018,-26.42728614807129
146,000000010010010,-9.488772575624964,0.016853193217913898,-14.151288986206055,6.287085056304932
147,000000010010011,-9.202187252727583,0.08016033501736253,-14.707236289978027,4.652220249176025
148,000000010010100,-8.89684937669842,0.039402699284884164,17.46591567993164,-6.561148643493652
149,000000010010101,-8.474578452962602,0.06099788223102641,13.256961822509766,-16.679956436157227
150,000000010010110,-9.639638500583196,0.02177949372379917,3.2469801902770996,13.560407638549805
151,000000010010111,-9.425968610096502,0.028737067332713195,-0.21083374321460724,16.970842361450195
152,000000010011000,-8.334494754162005,0.04360166316384895,7.753736972808838,-22.65497398376465
153,000000010011001,-7.766672409780887,,-7.5185089111328125,-32.274845123291016
154,000000010011010,-9.322779254629447,0.05264404979679771,-16.081722259521484,4.450653076171875
155,000000010011011,-9.166617647082656,0.08332334996893563,-17.479141235351562,4.8699421882629395
156,000000010011100,-8.51203808141582,0.022799346412560872,12.74370002746582,-18.126995086669922
157,000000010011101,-8.396586629545975,0.001011122262842612,13.099344253540039,-18.91083526611328
158,000000010011110,-9.600378053473925,0.03712168569696761,2.5451903343200684,14.815832138061523
159,000000010011111,-9.45900044082788,0.010634721368011135,0.17836716771125793,17.28606414794922
164,000000010100100,-8.934723136935283,0.03264620873473412,20.68266487121582,-4.17193078994751
165,000000010100101,-8.723492621579911,0.05250000409567601,19.679521560668945,-9.31579875946045
166,000000010100110,-9.595317245434778,0.029507291259601942,4.154632091522217,14.527985572814941
167,000000010100111,-9.437035289007651,0.048250613931895885,1.4200057983398438,17.382516860961914
