Params: 	1941
Performance: 	0.9762900502002324
Term	Coefficient	Standard Error	p-value	95% CI lower	95% CI upper
Intercept	8.901767799732855
1	0.032009192991272695	0.026969244252702314	0.2352850356468068	-0.08149559608014514	0.14551398206269053
2	-0.026242954340775115	0.026969621394723784	0.33053306216241085	-0.1397493306804603	0.08726342199891007
3	-0.04073192525668934	0.02696939017228328	0.1309766201176041	-0.15423732845622673	0.07277347794284807
4	0.11245213805296062	0.02696962139472459	3.059876658892885e-05	-0.0010542382867279598	0.2259585143926492
5	-0.4107057662645275	0.026969533458234773	3.54398343986578e-52	-0.5242117725080935	-0.29719976002096155
6	0.1886045920110454	0.026969475852688427	2.740392967456237e-12	0.07509882821051293	0.30211035581157786
7	-0.3544927918764264	0.026969533458234135	2.3453019946281326e-39	-0.4679987981199897	-0.24098678563286313
8	0.3494124589219899	0.026969390172282337	2.739809901466631e-38	0.2359070557224565	0.4629178621215233
9	0.008724464696992174	0.026969390172282424	0.7463225371307538	-0.10478093850254162	0.12222986789652597
10	-0.10109455967794778	0.026969621394723822	0.0001782481448739076	-0.21460093601763314	0.012411816661737574
11	-0.19010525486370078	0.02696939017228263	1.8409299371176756e-12	-0.30361065806323545	-0.07659985166416612
12	-0.8133409821742792	0.026969390172282618	6.174192611468583e-197	-0.9268463853738138	-0.6998355789747446
13	-0.12832194522113927	0.026969390172282583	1.963483003389486e-06	-0.24182734842067372	-0.014816542021604803
14	0.37262696133573203	0.026969621394723902	2.7273511511185617e-43	0.25912058499604634	0.4861333376754177
15	-0.8981896316687948	0.026969390172282566	5.8652371405238955e-239	-1.0116950348683291	-0.7846842284692604
1,2	4.594861419304763e-05	0.02386477627939396	0.9984637874074775	-0.10039314313224212	0.10048504036062822
1,3	0.0012699905874136164	0.02386436008044877	0.9575593243735302	-0.0991673495128485	0.10170733068767573
1,4	-0.12245065495012197	0.02386485993303779	2.899490085512054e-07	-0.22289009876757215	-0.022011211132671793
1,5	0.018402920781523946	0.02386427773497208	0.44062436033751884	-0.08203407275337374	0.11883991431642163
1,6	0.014049143100264838	0.02386495133724578	0.5560711744762412	-0.0863906854078074	0.11448897160833707
1,7	0.02467390301643624	0.023864277734971892	0.30117875769819213	-0.07576309051846065	0.12511089655133312
1,8	-0.014147922252768896	0.023864275039979642	0.5532862623023567	-0.11458490444531878	0.08628905993978099
1,9	0.004317099069064412	0.023864360080448954	0.8564460633141437	-0.09612024103119847	0.10475443916932729
1,10	0.014306714478502791	0.02386485993303794	0.5488514324488903	-0.08613272933894801	0.1147461582959536
1,11	-0.02694092534348458	0.02386427503997968	0.25893916788994986	-0.12737790753603462	0.07349605684906546
1,12	-0.0253392241624123	0.023864275039979527	0.28833220402866416	-0.1257762063549617	0.0750977580301371
1,13	0.00031836017821662566	0.023864275039979597	0.9893562626209776	-0.10011862201433307	0.10075534237076632
1,14	-0.0014368505842246027	0.023864776279393783	0.9519903600772007	-0.10187594233065903	0.09900224116220982
1,15	-0.016442335079781545	0.02386436008044883	0.4908339655385423	-0.1168796751800439	0.08399500502048081
2,3	-0.018644247391304436	0.023864780242065953	0.43466423584254543	-0.1190833558153389	0.08179486103273002
2,4	0.002568525771984076	0.023867011992555844	0.9142992298182971	-0.09787997536495852	0.10301702690892667
2,5	-0.006756907728285855	0.023864763290197828	0.7770766040581353	-0.10719594480741358	0.09368212935084187
2,6	-0.013493431328221644	0.023867060648107976	0.5718344678270586	-0.11394213724057915	0.08695527458413586
2,7	0.03734471355065794	0.0238647327711579	0.11762848394977941	-0.06309419508374374	0.13778362218505963
2,8	0.0009474625823273075	0.023864727019104564	0.9683314590583202	-0.09949142184355023	0.10138634700820484
2,9	-0.010552069098579198	0.023864810888718623	0.6583764005408862	-0.11099130650442028	0.08988716830726189
2,10	0.02478430188676306	0.023867011992555826	0.299076482951957	-0.07566419925017946	0.1252328030237056
2,11	-0.020882277991710996	0.02386469766713564	0.38156550471476103	-0.12132103888468525	0.07955648290126326
2,12	-0.002420202437560137	0.023864697667135646	0.9192228825778552	-0.10285896333053443	0.09801855845541416
2,13	-0.03006019418948669	0.023864697667135615	0.2078198910124547	-0.13049895508246084	0.07037856670348747
2,14	0.017782621365616702	0.023866895381572027	0.4562322072158469	-0.08266538899357188	0.11823063172480529
2,15	0.025524193607207257	0.023864810888718613	0.2848381160555091	-0.07491504379863378	0.1259634310130483
3,4	0.02386614555109068	0.023864697667135653	0.3172889987647674	-0.07657261534188364	0.124304906444065
3,5	0.05234863694772357	0.023864114392874985	0.028270667546189752	-0.04808766913334324	0.15278494302879037
3,6	0.02589810072793297	0.023864776279394005	0.2778407275099752	-0.07454099101850238	0.1263371924743683
3,7	0.010697697875613033	0.02386414464208626	0.6539579391661643	-0.08973873551455867	0.11113413126578474
3,8	-0.0201976842812146	0.023864280172693358	0.39736057033784067	-0.12063468807568933	0.08023931951326013
3,9	0.042733983650114604	0.023864196210955275	0.07334878719362053	-0.05770266677667649	0.1431706340769057
